"","COP","country","aspect","keyword","freq"
"1","COP25","UK","Accessibility","affordability",0
"2","COP25","UK","Accessibility","affordable",50.945030312293
"3","COP25","UK","Accessibility","ability to pay",0
"4","COP25","UK","Accessibility","able to pay",0
"5","COP25","UK","Accessibility","inability to pay",0
"6","COP25","UK","Accessibility","unable to pay",0
"7","COP25","UK","Accessibility","energy poverty",10.1890060624586
"8","COP25","UK","Accessibility","energy burden",0
"9","COP25","UK","Accessibility","fuel poverty",30.5670181873758
"10","COP25","UK","Accessibility","fuel-poverty",0
"11","COP25","UK","Accessibility","trasportation poverty",0
"12","COP25","UK","Accessibility","energy prices",0
"13","COP25","UK","Accessibility","transportation bills",0
"14","COP25","UK","Accessibility","utility bill",0
"15","COP25","UK","Accessibility","electricity bill",5.0945030312293
"16","COP25","UK","Accessibility","utility bills",0
"17","COP25","UK","Accessibility","electricity bills",5.0945030312293
"18","COP25","UK","Accessibility","gas bill",0
"19","COP25","UK","Accessibility","energy bill",10.1890060624586
"20","COP25","UK","Accessibility","energy bills",10.1890060624586
"21","COP25","UK","Accessibility","energy cost",15.2835090936879
"22","COP25","UK","Accessibility","equity",40.7560242498344
"23","COP25","UK","Accessibility","inequity",5.0945030312293
"24","COP25","UK","Accessibility","inequality",122.268072749503
"25","COP25","UK","Accessibility","inequalities",30.5670181873758
"26","COP25","UK","Accessibility","energy justice",0
"27","COP25","UK","Accessibility","household",5.0945030312293
"28","COP25","UK","Accessibility","households",25.4725151561465
"29","COP25","UK","Accessibility","low-income households",0
"30","COP25","UK","Accessibility","low-income household",0
"31","COP25","UK","Accessibility","energy efficiency",50.945030312293
"32","COP25","UK","Accessibility","personal finance",0
"33","COP25","UK","Accessibility","personal finances",0
"34","COP25","UK","Accessibility","race",76.4175454684396
"35","COP25","UK","Accessibility","minorities",0
"36","COP25","UK","Accessibility","underserved communities",0
"37","COP25","UK","Accessibility","gender",81.5120484996689
"38","COP25","UK","Accessibility","women",178.307606093026
"39","COP25","UK","Accessibility","social economic class",0
"40","COP25","UK","Accessibility","upper class",0
"41","COP25","UK","Accessibility","middle class",20.3780121249172
"42","COP25","UK","Accessibility","lower class",0
"43","COP25","UK","Accessibility","working class",10.1890060624586
"44","COP25","UK","Accessibility","economic class",0
