"","COP","country","aspect","keyword","freq"
"1","COP25","China","Accessibility","affordability",0
"2","COP25","China","Accessibility","affordable",0
"3","COP25","China","Accessibility","ability to pay",0
"4","COP25","China","Accessibility","able to pay",0
"5","COP25","China","Accessibility","inability to pay",0
"6","COP25","China","Accessibility","unable to pay",0
"7","COP25","China","Accessibility","energy poverty",0
"8","COP25","China","Accessibility","energy burden",0
"9","COP25","China","Accessibility","fuel poverty",0
"10","COP25","China","Accessibility","fuel-poverty",0
"11","COP25","China","Accessibility","trasportation poverty",0
"12","COP25","China","Accessibility","energy prices",0
"13","COP25","China","Accessibility","transportation bills",0
"14","COP25","China","Accessibility","utility bill",0
"15","COP25","China","Accessibility","electricity bill",0
"16","COP25","China","Accessibility","utility bills",0
"17","COP25","China","Accessibility","electricity bills",0
"18","COP25","China","Accessibility","gas bill",0
"19","COP25","China","Accessibility","energy bill",0
"20","COP25","China","Accessibility","energy bills",0
"21","COP25","China","Accessibility","energy cost",0
"22","COP25","China","Accessibility","equity",39.1287335333246
"23","COP25","China","Accessibility","inequity",0
"24","COP25","China","Accessibility","inequality",78.2574670666493
"25","COP25","China","Accessibility","inequalities",13.0429111777749
"26","COP25","China","Accessibility","energy justice",0
"27","COP25","China","Accessibility","household",26.0858223555498
"28","COP25","China","Accessibility","households",0
"29","COP25","China","Accessibility","low-income households",0
"30","COP25","China","Accessibility","low-income household",0
"31","COP25","China","Accessibility","energy efficiency",52.1716447110995
"32","COP25","China","Accessibility","personal finance",0
"33","COP25","China","Accessibility","personal finances",0
"34","COP25","China","Accessibility","race",52.1716447110995
"35","COP25","China","Accessibility","minorities",0
"36","COP25","China","Accessibility","underserved communities",0
"37","COP25","China","Accessibility","gender",0
"38","COP25","China","Accessibility","women",26.0858223555498
"39","COP25","China","Accessibility","social economic class",0
"40","COP25","China","Accessibility","upper class",0
"41","COP25","China","Accessibility","middle class",0
"42","COP25","China","Accessibility","lower class",0
"43","COP25","China","Accessibility","working class",0
"44","COP25","China","Accessibility","economic class",0
"45","COP25","China","Accessibility","upper-class",0
"46","COP25","China","Accessibility","middle-class",0
"47","COP25","China","Accessibility","lower-class",0
"48","COP25","China","Accessibility","working-class",0
"49","COP25","China","Accessibility","household heating",0
"50","COP25","China","Accessibility","cooling",0
"51","COP25","China","Accessibility","thermal comfort",0
"52","COP25","China","Accessibility","household heating problems",0
"53","COP25","China","Accessibility","household cooling problems",0
