"","COP","country","aspect","keyword","freq"
"1","COP23","Hong.Kong","Accessibility","affordability",0
"2","COP23","Hong.Kong","Accessibility","affordable",0
"3","COP23","Hong.Kong","Accessibility","ability to pay",0
"4","COP23","Hong.Kong","Accessibility","able to pay",0
"5","COP23","Hong.Kong","Accessibility","inability to pay",0
"6","COP23","Hong.Kong","Accessibility","unable to pay",0
"7","COP23","Hong.Kong","Accessibility","energy poverty",0
"8","COP23","Hong.Kong","Accessibility","energy burden",0
"9","COP23","Hong.Kong","Accessibility","fuel poverty",0
"10","COP23","Hong.Kong","Accessibility","fuel-poverty",0
"11","COP23","Hong.Kong","Accessibility","trasportation poverty",0
"12","COP23","Hong.Kong","Accessibility","energy prices",0
"13","COP23","Hong.Kong","Accessibility","transportation bills",0
"14","COP23","Hong.Kong","Accessibility","utility bill",0
"15","COP23","Hong.Kong","Accessibility","electricity bill",0
"16","COP23","Hong.Kong","Accessibility","utility bills",0
"17","COP23","Hong.Kong","Accessibility","electricity bills",0
"18","COP23","Hong.Kong","Accessibility","gas bill",0
"19","COP23","Hong.Kong","Accessibility","energy bill",0
"20","COP23","Hong.Kong","Accessibility","energy bills",0
"21","COP23","Hong.Kong","Accessibility","energy cost",0
"22","COP23","Hong.Kong","Accessibility","equity",0
"23","COP23","Hong.Kong","Accessibility","inequity",0
"24","COP23","Hong.Kong","Accessibility","inequality",0
"25","COP23","Hong.Kong","Accessibility","inequalities",0
"26","COP23","Hong.Kong","Accessibility","energy justice",0
"27","COP23","Hong.Kong","Accessibility","household",0
"28","COP23","Hong.Kong","Accessibility","households",0
"29","COP23","Hong.Kong","Accessibility","low-income households",0
"30","COP23","Hong.Kong","Accessibility","low-income household",0
"31","COP23","Hong.Kong","Accessibility","energy efficiency",1523.22924600152
"32","COP23","Hong.Kong","Accessibility","personal finance",0
"33","COP23","Hong.Kong","Accessibility","personal finances",0
"34","COP23","Hong.Kong","Accessibility","race",0
"35","COP23","Hong.Kong","Accessibility","minorities",0
"36","COP23","Hong.Kong","Accessibility","underserved communities",0
"37","COP23","Hong.Kong","Accessibility","gender",0
