"","COP","country","aspect","keyword","freq"
"1","COP27","Ireland","Accessibility","affordability",0
"2","COP27","Ireland","Accessibility","affordable",66.4271881371262
"3","COP27","Ireland","Accessibility","ability to pay",0
"4","COP27","Ireland","Accessibility","able to pay",0
"5","COP27","Ireland","Accessibility","inability to pay",0
"6","COP27","Ireland","Accessibility","unable to pay",0
"7","COP27","Ireland","Accessibility","energy poverty",10.2195674057117
"8","COP27","Ireland","Accessibility","energy burden",0
"9","COP27","Ireland","Accessibility","fuel poverty",5.10978370285586
"10","COP27","Ireland","Accessibility","fuel-poverty",0
"11","COP27","Ireland","Accessibility","trasportation poverty",0
"12","COP27","Ireland","Accessibility","energy prices",51.0978370285586
"13","COP27","Ireland","Accessibility","transportation bills",0
"14","COP27","Ireland","Accessibility","utility bill",0
"15","COP27","Ireland","Accessibility","electricity bill",5.10978370285586
"16","COP27","Ireland","Accessibility","utility bills",0
"17","COP27","Ireland","Accessibility","electricity bills",5.10978370285586
"18","COP27","Ireland","Accessibility","gas bill",0
"19","COP27","Ireland","Accessibility","energy bill",10.2195674057117
"20","COP27","Ireland","Accessibility","energy bills",10.2195674057117
"21","COP27","Ireland","Accessibility","energy cost",30.6587022171352
"22","COP27","Ireland","Accessibility","equity",15.3293511085676
"23","COP27","Ireland","Accessibility","inequity",5.10978370285586
"24","COP27","Ireland","Accessibility","inequality",71.536971839982
"25","COP27","Ireland","Accessibility","inequalities",20.4391348114234
"26","COP27","Ireland","Accessibility","energy justice",0
"27","COP27","Ireland","Accessibility","household",20.4391348114234
"28","COP27","Ireland","Accessibility","households",25.5489185142793
"29","COP27","Ireland","Accessibility","low-income households",0
"30","COP27","Ireland","Accessibility","low-income household",0
"31","COP27","Ireland","Accessibility","energy efficiency",45.9880533257027
"32","COP27","Ireland","Accessibility","personal finance",0
"33","COP27","Ireland","Accessibility","personal finances",0
"34","COP27","Ireland","Accessibility","race",35.768485919991
"35","COP27","Ireland","Accessibility","minorities",5.10978370285586
"36","COP27","Ireland","Accessibility","underserved communities",0
"37","COP27","Ireland","Accessibility","gender",40.8782696228469
"38","COP27","Ireland","Accessibility","women",224.830482925658
"39","COP27","Ireland","Accessibility","social economic class",0
"40","COP27","Ireland","Accessibility","upper class",0
"41","COP27","Ireland","Accessibility","middle class",0
