"COP","country","ID","title","date","source","text"
"COP27","UK","COP27_UK1","United Nations Climate Change Conference (COP27): Commonwealth Secretary-General to Attend Global Climate Summit","November 7, 2022 Monday","M2 PressWIRE","November 5, 2022 The Commonwealth ( HYPERLINK https://TheCommonwealth.org United Nations Climate Change Conference ( COP27 ). The Secretary-General will head a delegation to attend the world's largest annual gathering of leaders around the issue of climate change, which takes place in Sharm El-Sheikh, Egypt from 6 to 18 November. At the summit, Secretary-General Scotland will advocate for ramped-up climate action through more ambitious Nationally Determined Contributions (NDCs), national plans and targets. She will also seek to amplify the shared concerns of the 56 Commonwealth countries, including crucial issues around climate finance, sustainable energy transition, loss and damage, and partnerships and coordinated action. Ahead of her arrival in Egypt on 5thNovember, the Secretary-General stated: "" COP27 takes place in the midst of overlapping, interlinked and accelerating global challenges. The lasting impacts of COVID-19 combine with the effects of conflict, including in Ukraine, to destabilise global economic, energy and food systems. Against this backdrop, the climate crisis has continued to worsen, and its profound impacts are being felt by families, communities and countries across the Commonwealth. ""I understand the pressure world leaders are under, but I urge all decision-makers, advocates and allies at COP27 to ensure the promises already made are delivered, and accelerate efforts to mitigate and adapt to the urgent threat of climate change. We must never lose sight of the crushing consequences of inaction, for the for the millions who face the dangers of climate change every day, and for generations to come. We need urgent action now."" Thirty-two of the total 56 Commonwealth member countries are small states, including 25 small island developing states, while 14 are classified as least developed countries - among the poorest and most vulnerable in the world. Commonwealth heads of government recognise that developing countries, least developed countries and small island developing states are particularly at risk of their development gains being reversed by the impacts of climate change. During their meeting ( HYPERLINK https://bit.ly/3U7jWRt ) in Kigali, Rwanda in June, they called on developed countries to deliver on their promise to jointly mobilise US$ 100 billion per year to support developing countries in coping with climate change, stressing the importance of transparency in implementing their pledges. The Secretary-General added: ""We must build on the substantive progress made at the previous COP26 summit, and urgently translate these commitments into action. Limiting global warming to 1.5 degrees Celsius requires rapid, deep and sustained reductions in global greenhouse gas emissions, including reducing global carbon dioxide emissions by 45 per cent by 2030. But to achieve this, developing countries will need enhanced support."" The COP27 event will also provide the opportunity to raise awareness about Commonwealth initiatives that support member countries to tackle climate change, such as the Commonwealth Climate Finance Access Hub ( HYPERLINK https://bit.ly/3A8WlYP https://bit.ly/3A8WlYP HYPERLINK https://bit.ly/3T3M4U9 https://bit.ly/3T3M4U9 HYPERLINK https://bit.ly/3T5X03O https://bit.ly/3T5X03O HYPERLINK https://bit.ly/3A8WuLR https://bit.ly/3A8WuLR For more information on Commonwealth events at COP27 , follow #CommonwealthForClimate, or visit HYPERLINK https://bit.ly/3E0cyBE Distributed by APO Group on behalf of The Commonwealth. Notes to Editors The Commonwealth is a voluntary association of 56 independent and equal sovereign states. Our combined population is 2.5 billion, of which more than 60 per cent is aged 29 or under. The Commonwealth spans the globe and includes both advanced economies and developing countries. Thirty-two of our members are small states, many of which are island nations. The Commonwealth Secretariat supports member countries to build democratic and inclusive institutions, strengthen governance and promote justice and human rights. Our work helps to grow economies and boost trade, deliver national resilience, empower young people, and address threats such as climate change, debt and inequality. Member countries are supported by a network of more than 80 intergovernmental, civil society, cultural and professional organisations. Media Contact: Josephine Latu-Sanft Communications Division Commonwealth Secretariat T.+44 (0)207 747 6476 HYPERLINK mailto:Email:j.latu-sanft@commonwealth.int Email:j.latu-sanft@commonwealth.int \"
"COP27","UK","COP27_UK2","Strengthen Collaboration on Climate Adaptation Across the Continent, Experts say Ahead of United Nations Climate Change Conference (COP27)","October 24, 2022 Monday","ENP Newswire","Ahead of the 2022 United Nations Climate Change Conference , COP27 , in Egypt in November, the African Development Bank ( HYPERLINK http://www.AfDB.org www.AfDB.org )and the Global Center on Adaptation participated in a series of events at the Africa Climate Week to build consensus among African countries and stakeholders. COP27 is described as Africa's COP and will significantly shape the future. To deliver on adaptation, a transformative adaptation agenda is needed now. Titled 'Adaptation Dialogue: Implementing the Vision', ( https://bit.ly/3F6hsOB https://bit.ly/3F6hsOB HYPERLINK https://bit.ly/3DoKPKC ) so far, notably its contribution to narrowing the adaptation gap and accelerating the implementation of the Africa Adaptation Initiative (AAI). The AAI represents Africa's bold and innovative step to galvanize the support needed to significantly scale up adaptation across the continent. Speaking on behalf of Dr. Kevin Kariuki, Vice President, Power, Energy, Climate Change and Green Growth, Al-Hamndou Dorsouma, Acting Director of Climate Change Green Growth Department at the African Development Bank, underscored the urgent need for accelerated adaptation action. Dorsouma called for accelerated action against climate change while making rapid, deep cuts in greenhouse gas emissions to avoid a mounting loss of life, biodiversity, and infrastructure. He noted that progress on adaptation has been uneven so far, with increasing gaps between action taken and what is needed to deal with the increasing risks. Prof. Anthony Nyong, Senior Director and Africa Regional Director at the Global Center on Adaptation (GCA), highlighted the need to improve climate resilience and adaptation in Africa. He estimated the cost of climate change at $ 579 billion by 2030, with global finance skewed towards mitigation. Only 7.2% of global finance goes to climate adaptation. Tanguy Gahouma-Bekale, Special Advisor to the President of the Gabonese Republic and the Permanent Secretary of the National Climate Council, endorsed the AAAP as a primary vehicle for implementing the Africa Adaptation Initiative's mandate. The program seeks to mobilize $ 25 billion to accelerate climate change adaptation actions across Africa. The AAAP is an Africa-owned and Africa-led response to the continent's expressed needs and priorities to reduce its vulnerabilities to climate change and harness the opportunities that result from climate change. Since its launch in April 2021, the AAAP upstream financing facility, managed by GCA, has enabled mainstreaming adaptation into investments worth over $ 3 billion. Distributed by APO Group on behalf of African Development Bank Group (AfDB). \"
"COP27","UK","COP27_UK3","President Ramkalawan to attend twenty-seventh Conference of the Parties (COP 27) - United Nations Climate Change Conference in Sharm el-Sheikh, Egypt","November 3, 2022 Thursday","ENP Newswire","The President of the Republic, Mr. Wavel Ramkalawan will lead the Seychelles delegation at the upcoming twenty-seventh Conference of the Parties ( COP 27 ) to the United Nations Framework Convention on Climate Change (UNFCCC) to be held from the 06th to 18th November 2022, in Sharm el-Sheikh, Egypt. This annual conference brings countries together to promote decisive actions towards achieving the world's collective climate goals as agreed under the Paris Agreement and the Convention. President Ramkalawan will be among the Heads of State and Government to participate in the Sharm El-Sheikh Climate Implementation Summit (SCIS). This will include the official opening ceremony, round tables, high-level side events, and delivery of national statements. Building on the outcome and momentum of COP 26 in Glasgow last year, nations are expected to demonstrate at COP 27 that they are in a new era of implementation by turning their commitments under the Paris Agreement into action. During his mission in Egypt, the President will also engage in various other side events and bilateral talks relevant for Seychelles. The President will depart on Saturday 5th November and will be back in the country on 13th November 2022. During his absence from the country, his duties and responsibilities will be discharged by Vice-President Ahmed Afif. Distributed by APO Group on behalf of State House - Office of the President of the Republic of Seychelles. \"
"COP27","UK","COP27_UK4","President El-Sisi Meets the German Chancellor on the Sidelines of Conference of the Parties of the United Nations Climate Change Conference (COP27)","November 8, 2022 Tuesday","FinancialWire","Today, President Abdel Fattah El-Sisi met with German Chancellor, Olaf Scholz, on the sidelines of the World Climate Summit COP27 , in Sharm El-Sheikh. The Spokesman for the Presidency said President El-Sisi welcomed the German Chancellor in Egypt, lauding the progress in Egyptian-German bilateral relations, across all political, economic, social and military fields. The President confirmed that this reflected on the rate and intensity of the exchange of visits between senior officials from both countries, notably the President's recent visit to Berlin last July. President El-Sisi emphasized that Egypt seeks to bolster joint cooperation and strengthen political coordination with Germany in the coming period. Chancellor Scholz expressed sincere appreciation for the warm reception and hospitality he received. He also voiced his huge admiration of Egypt's outstanding organization of the World Climate Summit, and valued the firm bonds between Egypt and Germany as well as the remarkable momentum in the two countries' relations over the past years, particularly in economic and trade relations. The German Chancellor emphasized that Germany considers Egypt a key partner in cooperation and in efforts to address common challenges. President El-Sisi said he looks forward for Germany to enhance its contributions to the priorities of Egypt's development plans in various fields, by increasing German investments. He highlighted in particular the sectors of the localization of the industry, energy including green hydrogen, tourism, technical education and vocational training, given the promising opportunities provided by mega national projects nationwide. Chancellor Scholz underscored Germany's commitment to supporting Egypt's ambitious measures, which aim at achieving comprehensive development, notably by increasing investments, sharing expertise, and transferring technology, in addition to the localization of the German industry. The meeting also discussed the latest developments in a number of regional and international issues of mutual concern, in addition to joint efforts to enhance and promote climate action at the international level. Distributed by APO Group on behalf of The Presidency, The Arab Republic of Egypt. (Distributed by M2 Communications ( HYPERLINK www.m2.com )) \"
"COP27","UK","COP27_UK5","What does COP27 stand for? Meaning of UN Egypt climate change summit name - and why it\u8217 s called COP","November 5, 2022 Saturday","National World","As COP27 nears its kick-off, many HYPERLINK people are rightly asking:  What exactly does \' COP\' stand for? The UN summit is HYPERLINK https://www.nationalworld.com/news/world/cop27-dates-2022-climate-change-summit-egypt-conference-agenda-3865048 being held in Egypt\' s Sharm El-Sheikh in early November to  accelerate action towards the goals of the Paris Agreement , a treaty aimed at keeping the rise in global temperatures to below 2c adopted in 2015. But why is it called COP27 ? And what does the name stand for? What does \' COP\' stand for? It\' s easy to assume that COP27 is a simple abbreviation of the event\' s full title, shortened to make it roll off the tongue much more easily. But that\' s not the case. The full title of the event is: the 2022 United Nations Climate Change Conference . So why is it not called the UNCCC? What does  Cop actually stand for? The reason that the 2022 United Nations Climate Change Conference is known as COP27 A conference of the Parties is the supreme governing body of an international convention, composed of representatives of all Parties and accredited observers of each treaty. Cop will be attended by representatives and Parties of the United Nations Framework Convention on Climate Change - established in the early 90s to combat ""dangerous human interference with the climate system"" - the Kyoto Protocol that commits state parties to reduce their greenhouse gas emissions, and the Paris Agreement. Under the Paris Agreement, parties are required to attend such conferences at least once every five years, under a process colloquially known as the 'ratchet mechanism', designed to  ratchet up ambition to mitigate climate change . \"
"COP27","UK","COP27_UK6","What does COP stand for? What is COP27 and why does it matter? COP27 meaning explained","November 8, 2022 Tuesday","Scotsman","HYPERLINK https://www.scotsman.com/topic/cop-27 COP27 refers to the UN summit being held in HYPERLINK https://www.scotsman.com/topic/egypt Egypt \' s Sharm El-Sheikh in November, 2022, which aims to  accelerate action towards the goals of the Paris Agreement'', a treaty both widely endorsed and criticised for combating climate change. Latest Tory leader HYPERLINK https://www.scotsman.com/topic/rishi-sunak Rishi Sunak was originally not planning to attend but in light of widespread criticism has made a U-turn on this and flown to the summit. Some climate activists like Greta Thunberg, however, have dismissed the event as a  greenwash festival although it is officially intended to be an opportunity for world leaders to find a solution to HYPERLINK https://www.scotsman.com/topic/climate-change climate change . What does COP27 The conference is formally known as the  United Nations Climate Change Conference of the Parties and this is its 27th iteration. Given that the official title is a mouthful, it is shortened to COP27 which is short for the of the UNFCCC. The first COP summit dubbed  COP1 was held in HYPERLINK https://www.scotsman.com/topic/berlin Berlin \~ HYPERLINK Germany back in 1995 - since then we\' ve seen HYPERLINK https://www.scotsman.com/topic/cop26 COP26 in HYPERLINK Glasgow , Scotland and now COP27 taking place in HYPERLINK https://www.scotsman.com/topic/egypt Egypt . When does COP27 The COP27 The talks will end at 6PM on Friday, November 18, however based on previous COP summits we expect it could carry on even to Sunday. What will happen at COP27 ? In 2022, the COP conference will focus on three main issues: Reducing Emissions : Urging countries to increase their pledges to cutting emissions, this comes in light of the cost of living crisis and the Russia-Ukraine conflict. 2. Securing technical support for developing countries : How much richer nations should give to poorer countries as compensation for damage caused due to climate change. 3. : Addressing the 2015 Paris Agreement that is aimed to reduce the degree of global warming by keeping the temperature below 2C. Why was COP27 According to HYPERLINK https://www.theguardian.com/environment/2022/oct/31/greta-thunberg-to-skip-greenwashing-cop27-climate-summit-in-egypt The Guardian , climate activist HYPERLINK https://www.scotsman.com/news/people/cop26-who-is-greta-thunberg-how-old-thunberg-is-in-2021-her-net-worth-and-is-thunberg-vegan-3441778 Greta Thunberg said she would skip the COP27 climate summit in Egypt, despite attending COP26 in Glasgow last year, as it was a  greenwashing event  used as an opportunity for leaders and people in power to get attention. HYPERLINK https://youmatter.world/en/definition/definitions-greenwashing-definition-what-is-greenwashing/ You Matter defines greenwashing as  a communication and marketing strategy adopted by companies or other organizations.  It consists in putting forward ecological arguments in order to forge an ecologically responsible image among the public. This comes in light of critics stating that COP26 is more performative rather than meaningful in terms of addressing climate change, this HYPERLINK https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8941235/#:~:text=Some%20progress%20was%20made%20with,rise%20to%20below%201.5C. report by the National Library for Medicine summarised it as  some progress, but too slow and not enough . \"
"COP27","UK","COP27_UK7","Otley 2030 prepare for COP27","November 7, 2022 Monday","Wharfedale Observer","CLIMATE group Otley 2030 held two events for COP27 in Otley Market Square last week. People passing through Otley market square on Thursday morning were serenaded with climate change songs led by the -Singing for Pleasure Choir- and accompanied by Otley musicians, Gum Trio. The group sang three songs: -We-ve got to wake up,- an adaptation of the Italian Resistance anthem Bella Ciao, -This Land is Your Land-, a Woody Guthrie song with words adapted for Otley by local writer Jan Fielden, and -Gaudeamus Hodie-, a traditional Latin round. A passerby, who stopped to join in, said: -I love to sing, and it was good to see that people are taking climate change seriously and using song to get the message across. And I-ve decided to join the choir!- On Friday, people were invited to play the Otley Doughnut game at the Buttercross in the Market Square - with a free doughnut for everyone who played. The game is a practical demonstration of the principles of Doughnut Economics, an alternative economic world view which prioritises human wellbeing and the survival of life on earth instead of the drive for individual profit. An Otley 2030 spokesperson said: ""This COP, the 27th, is crucial: decisions made in the next two weeks will profoundly affect all of our futures. We are facing multiple crises in terms of inequality, the spiralling cost of living, and irreversible damage to our biodiversity and the climate. -Doughnut Economics has been adopted as a guiding principle by many cities, towns, and neighbourhoods across the globe. The Doughnut represents the -safe and just space for humanity and nature to thrive-, and today many local people have shared their thoughts on a vision of Otley where there are no more climate-damaging emissions, all of our residents have the means to live a dignified and comfortable life, our nature is protected and enriched, and nobody in the rest of the world suffers because of our consumer habits. We will use this information to guide our activities going forward.- The 2022 United Nations Climate Change Conference , more commonly referred to as COP27 , will be the 27th United Nations Climate Change conference , held from November 6th to 18th, 2022 in Sharm El Sheikh, Egypt. To find out about Otley 2030 email HYPERLINK hello@otley2030.com and visit the website: HYPERLINK https://www.otley2030.com https://www.otley2030.com \"
"COP27","UK","COP27_UK8","-EIB at COP27: EIB and the Colombian government commit to supporting energy transition","November 9, 2022 Wednesday","M2 PressWIRE","November 9, 2022 Release date- 08112022 - The EIB and the Colombian government are signing a statement of intent to enable the energy transition process in the country, at the United Nations climate change conference in Egypt. The joint Declaration of Intent between the Ministry of Mines and Energy of the Republic of Colombia and the European Investment Bank, will support just energy transition in Colombia, with a focus on green hydrogen and other green technologies. Colombian Minister of Mines and Energy, Irene Velez Torres and President of the EIB, Werner Hoyer signed the agreement at the Colombian pavilion at COP 27 in Egypt. President of Colombia, Gustavo Petro, Colombian Minister of Foreign Affairs, Alvaro Leyva Duran and other high-level dignitaries attended the signature ceremony in Sharm El-Sheikh, Egypt. Speaking at the COP 27 signature event in Egypt, EIB President, Werner Hoyer said: 'The European Investment Bank is fully committed to support global climate action through innovative technologies and solutions like green hydrogen. The agreement announced today at COP 27 sets the stage for a greater partnership between the EU and the government of Colombia to reach ambitious climate goals and a just and equitable energy transition. The EIB has been a financing partner of Colombia for over 15 years and is pleased to have a key role in this important journey for the country, aligned with our vision as Europe's climate bank worldwide. ' Commenting on the agreement, Colombian Minister of Mines and Energy, Irene Velez Torres said: 'To implement the Just Energy Transition, Colombia needs international support. As much as the international community has been fundamental in the search for Total Peace in our country, it will also be for boosting the energy communities and the productive economy in the energy transition. We need technology, knowledge, and financing to develop and deploy green energy from hydrogen, geothermal, solar, and wind'. Supporting the promotion of clean energy in Colombia The statement signed today will accelerate the transition from an energy matrix dominated by fossil fuels to a more diverse portfolio, encouraging Colombia to use its full potential to prioritise renewable energy sources, including solar, wind, green hydrogen, and geothermal energy. Enshrined in the joint statement is the intention to promote a more democratic energy generation process, working with new energy providers and ensuring the inclusive and active participation of local communities in the transition process. EIB at COP27 Find an overview of EIB at COP27 on our dedicated website. EIB has a pavilion in the side event area of the blue zone and is running a series of events on numerous topics. You will find the full agenda here. You are welcome to join our virtual attendee hub to watch the sessions either live or later at your convenience, and network with attendees. With an easy two-step registration process, you will always have the latest information on our agenda. Background information The EIB Group has adopted a Climate Bank Roadmap to deliver on its ambitious agenda to support EUR1 trillion of climate action and environmental sustainability investments in the decade to 2030 and to deliver more than 50% of EIB finance for climate action and environmental sustainability by 2025. As part of the roadmap, all new EIB Group operations have been aligned with the goals and principles of the Paris Agreement since the start of 2021. EIB Global is the EIB Group's specialised arm dedicated to increasing the impact of international partnerships and development finance. EIB Global is designed to foster strong, focused partnership within Team Europe, alongside fellow development finance institutions, and civil society. EIB Global brings the Group closer to local people, companies and institutions through our offices across the world. HYPERLINK https://twitter.com/EIBGlobal https://twitter.com/EIBGlobal HYPERLINK https://www.linkedin.com/company/eib-global/ https://www.linkedin.com/company/eib-global/ [Editorial queries for this story should be sent to mailto:newswire@enpublishing.co.uk newswire@enpublishing.co.uk ] \"
"COP27","UK","COP27_UK9","-EIB at COP27: EIB and the Colombian government commit to supporting energy transition","November 9, 2022 Wednesday","ENP Newswire","The EIB and the Colombian government are signing a statement of intent to enable the energy transition process in the country, at the United Nations climate change conference in Egypt. The joint Declaration of Intent between the Ministry of Mines and Energy of the Republic of Colombia and the European Investment Bank, will support just energy transition in Colombia, with a focus on green hydrogen and other green technologies. Colombian Minister of Mines and Energy, Irene Velez Torres and President of the EIB, Werner Hoyer signed the agreement at the Colombian pavilion at COP 27 in Egypt. President of Colombia, Gustavo Petro, Colombian Minister of Foreign Affairs, Alvaro Leyva Duran and other high-level dignitaries attended the signature ceremony in Sharm El-Sheikh, Egypt. Speaking at the COP 27 signature event in Egypt, EIB President, Werner Hoyer said: 'The European Investment Bank is fully committed to support global climate action through innovative technologies and solutions like green hydrogen. The agreement announced today at COP 27 sets the stage for a greater partnership between the EU and the government of Colombia to reach ambitious climate goals and a just and equitable energy transition. The EIB has been a financing partner of Colombia for over 15 years and is pleased to have a key role in this important journey for the country, aligned with our vision as Europe's climate bank worldwide. ' Commenting on the agreement, Colombian Minister of Mines and Energy, Irene Velez Torres said: 'To implement the Just Energy Transition, Colombia needs international support. As much as the international community has been fundamental in the search for Total Peace in our country, it will also be for boosting the energy communities and the productive economy in the energy transition. We need technology, knowledge, and financing to develop and deploy green energy from hydrogen, geothermal, solar, and wind'. Supporting the promotion of clean energy in Colombia The statement signed today will accelerate the transition from an energy matrix dominated by fossil fuels to a more diverse portfolio, encouraging Colombia to use its full potential to prioritise renewable energy sources, including solar, wind, green hydrogen, and geothermal energy. Enshrined in the joint statement is the intention to promote a more democratic energy generation process, working with new energy providers and ensuring the inclusive and active participation of local communities in the transition process. EIB at COP27 Find an overview of EIB at COP27 on our dedicated website. EIB has a pavilion in the side event area of the blue zone and is running a series of events on numerous topics. You will find the full agenda here. You are welcome to join our virtual attendee hub to watch the sessions either live or later at your convenience, and network with attendees. With an easy two-step registration process, you will always have the latest information on our agenda. Background information The EIB Group has adopted a Climate Bank Roadmap to deliver on its ambitious agenda to support EUR1 trillion of climate action and environmental sustainability investments in the decade to 2030 and to deliver more than 50% of EIB finance for climate action and environmental sustainability by 2025. As part of the roadmap, all new EIB Group operations have been aligned with the goals and principles of the Paris Agreement since the start of 2021. EIB Global is the EIB Group's specialised arm dedicated to increasing the impact of international partnerships and development finance. EIB Global is designed to foster strong, focused partnership within Team Europe, alongside fellow development finance institutions, and civil society. EIB Global brings the Group closer to local people, companies and institutions through our offices across the world. HYPERLINK https://twitter.com/EIBGlobal https://twitter.com/EIBGlobal HYPERLINK https://www.linkedin.com/company/eib-global/ https://www.linkedin.com/company/eib-global/ [Editorial queries for this story should be sent to mailto:newswire@enpublishing.co.uk newswire@enpublishing.co.uk ] \"
"COP27","UK","COP27_UK10","From the African Conference of the Parties (COP27) to the Africa Industrialization Summit","November 21, 2022 Monday","M2 PressWIRE","November 20, 2022 Africa has been and remains the top focus of UNIDO's efforts to accelerate inclusive and sustainable industrial development. At the United Nations Climate Change Conference ( COP27 ) which has just finished its work in Sharm el-Sheikh, Egypt, UNIDO advocated that the full implementation of the United Nations Framework Convention on Climate Change and its Paris Agreement will not be possible without the transformation of industry -- from the major polluter to a leading provider of innovative climate solutions. Africa is one of the most vulnerable continents in the world, according to the Intergovernmental Panel on Climate Change. Temperature increase, heat waves, extensive floods, tropical cyclones, prolonged droughts, and sea level rise resulting in loss of lives, property damage, and population displacement, undermine Africa's ability to achieve its commitments to meet the targets of the United Nations Sustainable Development Goals and the African Union Agenda 2063: The Africa We Want. The Sharm el-Sheikh Implementation Plan adopted at COP 27 paves the way for the African leaders to formulate sound climate and industrialization policies in line with the vision of African Union's Agenda 2063 -The Africa We Want. The African Union's Extraordinary Summit on Industrialization and Economic Diversification and the Extraordinary Session on the African Continental Free Trade Area (AfCFTA) is being held in Niamey, Niger, from 20 to 25 November 2022 during the Africa Industrialization Week. The impact of Covid-19 pandemic, energy and food crises facing the world have had a disproportionate effect on the African countries and exposed their vulnerability-especially in agriculture, pharmaceuticals and food sectors. There is an urgent need to promote resilient regional and continental value chains. The coming info force of AfCFTA opens up enormous opportunities for intra-African trade - creating employment, promoting standardization, skill development and integration into the global value chains - putting Africa on the right trajectory to sustainable development. In accordance with the United Nations General Assembly's resolution, passed in 2016, UNIDO is tasked with leading the implementation of the Third Industrial Development Decade for Africa in cooperation with the African Union and other partners. In this capacity UNIDO has co-organized and substantially contributed to the Africa Industrialization Summit. It will be convening numerous events on agriculture and agri-businesses, value chains, the Common African AgroParks Programme, green industry development, data and statistics, digitalization for sustainable industrialization, South-South and triangular industrial cooperation, among others. Distributed by APO Group on behalf of United Nations Industrial Development Organization (UNIDO). \"
