"COP","country","ID","title","date","source","text"
"COP21","Hong.Kong","COP21_Hong.Kong1","Hong Kong has set an 'aggressive' carbon emission reduction target, claims Environment Sec.","December 10, 2015 Thursday","Hong Kong Free Press","Hong Kong has set an  aggressive carbon emission reduction target of 50 percent to 60 percent by 2020, Secretary for Environment Wong Kam-sing claimed\~after attending the 2015 United Nations Climate Change Conference ( COP21 ) in Paris.  I understand that this week\' s Climate Change Conference is a crucial moment, and of course Hong Kong is concerned about this issue [of climate change]. I also hope that\~there would\~be a positive outcome at the conference, Wong told the media after returning from COP21 in Paris on Thursday morning. Wong at the COP 21  We discussed the work Hong Kong has done to tackle\~climate change at the\~China Pavilion, and I presented the\~Hong Kong Climate Change Report 2015 \~ Hong Kong\' s current emission reduction targets are actually aggressive, with an aim\~to reduce carbon emissions by 50 to 60 percent by 2020. Wong at the summit. Photo: GovHK. At the COP21 Summit,\~Wong\~has also said that\~Hong Kong is aiming\~to become\~a low-carbon liveable city, and that there is a new target to reduce the city\' s energy intensity by 40 percent by 2025. \' Nothing new\' On Wednesday, Wong was\~criticised by an NGO delegate from Hong Kong for focusing merely on the city\' s past actions rather than speaking about future plans.  All the leaders were talking about future pledges. But nothing of that sort came out of Wong, CEO of CarbonCare Asia Albert Lai told HYPERLINK http://news.rthk.hk/rthk/en/component/k2/1228561-20151209.htm RTHK . Wong refused to comment on whether the Environment Bureau will ask the two major power companies to reduce the electricity fees, saying that it will be announced in due course. Earlier, it was HYPERLINK https://hongkongfp.com/2015/12/07/power-companies-have-gathered-nearly-hk5-7-billion-by-overcharging-report/ reported that\~CLP Power Hong Kong Limited (CLP) and The Hong Kong Electric Company Limited have overcharged for electricity and fuel costs to the tune of nearly HK$5.7 billion. \"
"COP21","Hong.Kong","COP21_Hong.Kong2","How accountants can help make the world a greener place","August 13, 2015 Thursday","EJ Insight","The countdown has begun for the United Nations Climate Change Conference 2015, also known as COP21 , scheduled for Nov. 30 to Dec. 15 in Paris. The international community has high expectations for this conference. Hopefully, major countries can reach a historic agreement to cap the rise in global temperatures at 1.5 degrees celsius to 2 degrees celsius by the end of the century,\~thereby alleviating global warming and reducing the impact of green house gases on our planet. As many as 40 countries\~have submitted proposals on emission reduction under their intended nationally determined contributions (INDCs) to lowering overall emission of greenhouse gases. That shows the international community is taking the global warming issue very seriously. US President Barack Obama announced his own clean energy proposal last week, pledging to reduce carbon emission from US power plants by one-third in 15 years, as part of the US-China Joint Announcement on Climate Change. The proposal has sparked controversy in the US, with some\~coal miners and power companies vowing to fight him all the way to US Supreme Court, but it's clear Obama is determined to take on the climate change issue. The Republicans, who are against tougher regulations on carbon emission, could be forced to deal with the issue nationally against the Democrats. Among the key topics in COP21 is green finance and related technologies, a new type of financial activity that supports low carbon emission projects. As an international financial hub, Hong Kong should seize the opportunity to play a leading role in developing green finance in Asia. As a legislator, I have been involved in various discussions about environmental affairs in Legco. The accounting profession and environmental protection are in fact closely related. For example, we can use our expertise to carry out value-for-money assessment of green projects and provide oversight of waste management, air quality improvement, energy recycling and conservation projects to make sure taxpayer's money is spent accordingly. Professional accountants can offer companies advice on how to balance profitability, social responsibility and environmental protection by calculating related costs and risks. This will help companies better manage their sustainability initiatives. With the help of professionals, companies can learn how to implement a green procurement policy in a cost effective way or assess the investment value of low-carbon emission projects. Traditional financial statements are gradually giving to way to integrated reporting, known as ESG (environmental, social and governance) disclosure. Integrated reporting not only improves transparency in corporate performance but also encourages\~companies to implement environmentally friendly policies. Producing this new form of company report can lift the\~general standard of service of the accounting profession. This article appeared in the Hong Kong Economic Journal on Aug. 12. Translation by Alan Lee [Chinese version    ] \"
"COP21","Hong.Kong","COP21_Hong.Kong3","Hongkongers join Global Climate March ahead of Paris talks","November 30, 2015 Monday","Hong Kong Free Press","Around 200\~people took part in a demonstration on Sunday afternoon\~to raise awareness of climate change and global warming.\~It was part of the Global Climate March, a series of worldwide protests held\~ahead of\~the United Nations Climate Change Conference ( COP 21 ) opening in Paris on Monday. The protest was organised by the Hong Kong chapter of environmental organisation\~350.org, along with other green groups such as\~Greenpeace and\~World Wide Fund for Nature (WWF). They urged\~the government to sign\~the 2030 emissions reduction agreement and develop renewable resources, HYPERLINK http://www.am730.com.hk/fresh/article/15905 AM730 reported . Photo: Facebook via Greenpeace  \u-32142   \- \u-26215    . The demonstration\~was attended\~by Consul-General of France\~Eric Berti, Legislative\~Council (LegCo) Chairperson Jasper Tsang Yok-sing with\~other members of LegCo such as Claudia Mo and Lee Cheuk-yan, and former director of the Hong Kong Observatory\~Lam Chiu-ying. The group marched from Central Pier No. 9 to\~Golden Bauhinia Square\~Wan Chai, holding signs that said\~ Hong Kong under water and  The future is renewables . Ringo Mak, founder\~of the local chapter of 350.org, said that the situation of global warming was worsening and that the temperature in Hong Kong this year had reached a record high. The group also said that they hoped that the world leaders could overcome their differences and achieve the emission reduction targets under the agreement together. Global Climate March in Hong Kong. Photo: Apple Daily. Secretary for Environment\~Wong Kam-sing will be taking part in the summit in Paris on Wednesday. Worldwide, over\~600,000 people in 175 countries, including London and Melbourne, took part in the protests calling for a shift from fossil fuels to renewable energy.\~In Paris, the official march was banned by the French government for security reasons, but protesters took to the streets all the same and clashed with the police. Around 200 people were arrested amid the violence, HYPERLINK http://www.theguardian.com/environment/live/2015/nov/29/global-peoples-climate-change-march-2015-day-of-action-live the Guardian reported \"
"COP21","Hong.Kong","COP21_Hong.Kong4","SEN Hosts Hong Kong Session at China Pavilion at COP21 in Paris","December 8, 2015 Tuesday 6:30 AM EST","Hong Kong Government News","Dec. 8 -- The Secretary for the Environment, Mr Wong Kam-sing, hosted a Hong Kong session at the China Pavilion at the 21st session of the Conference of the Parties to the United Nations Framework Convention on Climate Change ( COP21 ) in Paris on December 7 (Paris time) to introduce the solutions adopted by the Hong Kong Special Administrative Region (HKSAR) Government to deal with extreme climate risks. Speaking at the Hong Kong session, Mr Wong said that the HKSAR Government attaches great importance to combating climate change, and that various mitigation and adaptation measures have already been made with the concerted efforts of various government bureaux and departments. Mr Wong also noted that Hong Kong aims to develop as a low-carbon liveable city, with a new target of reducing Hong Kong's energy intensity by 40 per cent by 2025. As an international city and a highly advanced economy, Hong Kong wishes to contribute actively to national and global efforts to combat climate change. He said he is hopeful that a new agreement to reduce carbon emissions could be achieved at the COP21 in Paris. Before hosting the Hong Kong session, Mr Wong attended the COP21 High-level Segment in the morning. Mr Wong will continue to attend the COP21 High-level Segment today (December 8, Paris time) before concluding his visit and departing for Hong Kong tomorrow morning (December 9, Paris time). Powerpoint of SEN hosting Hong Kong session at China Pavilion at COP21 in Paris (1) ( HYPERLINK http://gia.info.gov.hk/general/201512/08/P201512080268_0268_156317.pdf http://gia.info.gov.hk/general/201512/08/P201512080268_0268_156317.pdf ) Powerpoint of SEN hosting Hong Kong session at China Pavilion at COP21 in Paris (2) ( HYPERLINK http://gia.info.gov.hk/general/201512/08/P201512080268_0268_156318.pdf http://gia.info.gov.hk/general/201512/08/P201512080268_0268_156318.pdf ) Source: Hong Kong SAR Government \"
"COP21","Hong.Kong","COP21_Hong.Kong5","LCQ2: Government's Efforts in Addressing Climate Change","November 25, 2015 Wednesday 6:30 AM EST","Hong Kong Government News","Nov. 25 -- Following is a question by the Hon Emily Lau and a reply by the Secretary for the Environment, Mr Wong Kam-sing, in the Legislative Council today (November 25): Question: The Secretary for the Environment (the Secretary) will attend the United Nations Climate Change Conference , COP21 (the Climate Conference) to be held in Paris at the end of this month, and the C40 Large Cities Climate Summit will also be held in Paris at the same time. So far, the Secretary has not announced any new emission reduction commitments for Hong Kong and he has merely indicated that he will co-ordinate the efforts within the Government and communicate with the industries concerned after the Climate Conference. There are comments that this stance is not conducive to promoting international and inter-city discussions on addressing climate change. Regarding the Government's efforts in addressing climate change, will the Executive Authorities inform this Council: (1) given that there are a number of issues on the agenda of the Climate Conference, of the issues the discussion of which will be participated by the Secretary, and the major issues of concern of the authorities; whether the Government will pledge to set more stringent carbon reduction targets; if it will, of the details and the implementation date; (2) given that electricity generation and transportation are the major sources of greenhouse gas (GHG) emissions in Hong Kong, and the Scheme of Control Agreement (SCA) which regulates the power sector will expire in 2018, whether the Environment Bureau (ENB) has any plans to require the two power companies to shoulder more responsibilities in reducing GHG emissions under the new SCA; if ENB has such plans, of the details; concerning the reduction of GHG emissions from transportation, apart from the emission reduction measures mentioned in the Hong Kong Climate Change Report 2015, whether the Government has made reference to the experience of other regions and conducted studies on introducing other emission reduction measures; if it has, of the details; and (3) given that the C40 Large Cities Climate Leadership Group has organised the C40 Cities Climate Leadership Awards for three successive years since 2013 to commend cities for implementing effective policies relating to climate change (e.g. promoting low-carbon lifestyle and green buildings) and share the experience with other cities, and that Hong Kong, despite being a member of the C40 Steering Committee, was not granted any awards in those three years, whether ENB has reviewed what relevant policy areas improvements on which Hong Kong needs to make, in order to enhance its efforts in addressing climate change? Reply: President, Established in 2005, the C40 Cities Climate Leadership Group (C40) is an alliance formed by cities around the world to address climate change. The C40 endeavours to promote member cities' efforts in sustainable development including carbon reduction. As a member city, Hong Kong is also a member of the C40 Steering Committee. The United Nations (UN) adopted the UN Framework Convention on Climate Change (UNFCCC) in 1992, and have convened the UN Climate Change Conference (COP) on a yearly basis since 1995. The COP serves to report on the implementation of the UNFCCC, adopt resolutions on regulations and conduct discussions about new commitments. The 21st COP ( COP21 ) will be held in Paris, France in December 2015. My reply to the question raised by Hon Emily Lau is as follows: (1) I will attend the C40 Steering Committee Meeting, C40 Forum, etc. to be held in Paris this December. I will also join the national delegation in attending various activities of COP21 including the High-Level Segment, and will conduct and chair a seminar in the COP21 exhibition centre to discuss Hong Kong's strategies for addressing extreme climate risks. We will keep in view the discussions conducted and agreements reached at COP21 , and will study the agreements in detail, particularly the relevant carbon reduction commitments. We will also review our policies in the light of the latest developments worldwide and local circumstances in addressing climate change in the post- COP21 era. As regards the reduction of greenhouse gas (GHG) emissions from transportation, we will continue to encourage the use of public transport services and develop a transportation system with railway as the backbone. The ""Railway Development Strategy 2014"" recommends that seven new railway projects be completed in the planning horizon up to 2031. The expanded railway network will cover areas inhabited by about 75 per cent of our total population. We will keep in view and make reference to the experiences of other regions in transport emissions reduction. Furthermore, the Government has been actively promoting the wider use of electrical vehicles (EVs). With no roadside emissions, EVs are more energy-efficient than conventional vehicles and can help reduce GHG emissions.As at end-October 2015, there were over 3000 EVs in Hong Kong, which was a remarkable increase when compared with the figure in end-2010 (less than 100 EVs). We will continue to develop low-carbon public transport, keeping in view and making reference to the relevant experiences of other regions in their transportation systems. (3) The C40 Cities Awards (formerly known as the C40 Cities Climate Leadership Awards) encourages healthy competition among cities around the world to step up their efforts in environmental protection.For the C40 Cities Awards this year, over 216 entries from 94 cities, including Hong Kong, were submitted. Most cities including Hong Kong did not win the Awards. Nevertheless, the two entries from Hong Kong have been recognised as among the 100 global best practices in addressing climate change this year.They will be included in the C40 database of best practices, and will also appear in a new publication titled ""Cities100"". The Government of Hong Kong has been actively taking mitigation and adaptation measures to address climate change. The ""Hong Kong Climate Change Report 2015"" published earlier consolidates the efforts of the relevant Government departments. We will continue to review and optimise our policies and actions on carbon reduction in the areas of optimising our fuel mix, maximising energy efficiency, promoting green road transport, using clean fuel for motor vehicles and turning waste to energy. Thank you, President. Source: Hong Kong SAR Government \"
"COP21","Hong.Kong","COP21_Hong.Kong6","Green bond issuance seen to exceed US$50bn in 2016","February 2, 2016 Tuesday","ET Net","[ET Net News Agency, 2 February 2016] Moody's Investors Service said that global issuance of green bonds could surpass US$50 billion in 2016, exceeding the US$42.4 billion recorded in 2015, which was also the highest level for such bonds since they first appeared in 2007. ""We expect the momentum from the UN Conference on Climate Change ( COP21 signing of the Paris Agreement scheduled this April to likely motivate additional and repeat issuance of green bonds,"" said Henry Shilling, a Moody's Senior Vice President. ""In this favorable environment, even after more recent bond market headwinds, and assuming a resumption of the growth rates seen in 2012-14, issuance could exceed US$50 billion by a significant margin,"" said Shilling. ""While volume growth in 2015 had slowed to 16%, it had exhibited gains of 158% in 2012; 255% in 2013; and 233% in 2014."" Shilling was speaking on the release of a new Moody's report, ""Issuance Achieves Record Volume in 2015, Could Exceed US$50 billion in 2016."" Moody's said that further support for issuance in 2015 will come from continuing institutional, high net worth and retail investor appetite for green bonds. The rating agency also says that regulatory encouragement to issue and invest in green bonds along with the presence of newly issued guidelines for such bonds in China and India will bolster issuance as well. In particular, China's green bond market could potentially expand more rapidly than internationally designated green bonds in 2016 due to central bank policy support and incentives announced for financial institutions issuers in the form of collateral eligibility, relending and interest subsidies -- terms which are generally not available in other countries. Early in 2016, green bonds from non-financial corporations received a boost with proposed guidelines by the Chinese National Development and Reform Commission (NDRC). Looking back on 2015, Moody's notes that 105 distinct issuers came to market with 197 transactions, averaging US$215 million. Of the total of US$42.4 billion issued, financial institutions were the largest single issuer in terms of type of institution, accounting \"
"COP21","Hong.Kong","COP21_Hong.Kong7","Post-COP21 Green Building Imagining Engagement Session","April 23, 2016 Saturday 6:30 AM EST","Hong Kong Government News","April 23 -- More than 60 stakeholders from the built environment and the energy sectors as well as the relevant Government departments participated in an engagement session entitled ""Post- COP21 Green Building Imaging"" today (April 23) at Government House. The Secretary for the Environment, Mr Wong Kam-sing, said, ""The Environment Bureau published the Energy Saving Plan for the Built Environment 2015~2025+ last year, which set the target of reducing Hong Kong's energy intensity by 40 per cent by 2025. It is one of the major initiatives that can help Hong Kong tackle the challenge of climate change."" In Hong Kong, more than half of the energy use is in the form of electricity consumption, with buildings accounting for about 90 per cent of the city's electricity use. Promoting green buildings and enhancing building energy saving has been one of the priority tasks in the Government's attempt to achieve energy saving. As pledged in the Energy Saving Plan, the Government will create a dialogue platform to discuss with built environment stakeholders and power companies energy saving in the private sector. Mr Wong said, ""Today's meeting was a useful forum for us to have exchanges with the stakeholders on how we can work together in the face of the climate change challenge. ""We discussed with the stakeholders the green building and energy saving activities that are already taking place in Hong Kong, and shared some broad ideas on further activities that can help Hong Kong achieve deeper energy saving. I am gratified by the participants' positive response to our appeal for concerted efforts to develop a credible low-carbon pathway for the future. ""I hope this meeting will create the stimulus for future gatherings at various levels and with different stakeholders, so that more innovative and effective energy-saving ideas could be worked out together. A dialogue with stakeholders in other sectors will be held in the next few months."" Source: Hong Kong SAR Government \"
"COP21","Hong.Kong","COP21_Hong.Kong8","Speech by SDEV at Green Council 15th Anniversary Ceremony Cum Hong Kong Green Awards 2015 Presentation Dinner Gala","December 3, 2015 Thursday 6:30 AM EST","Hong Kong Government News","Dec. 3 -- Following is the speech by the Secretary for Development, Mr Paul Chan, at the Green Council 15th Anniversary Ceremony cum Hong Kong Green Awards 2015 Presentation Dinner Gala this evening (December 3): Dr Leung (Chairperson of the Green Council, Dr Priscilla Leung), Ms Ho (CEO of the Green Council, Ms Linda Ho), distinguished guests, ladies and gentlemen, Good evening. It's my pleasure to address you at the Green Council 15th anniversary ceremony and Hong Kong Green Awards 2015 presentation dinner gala. As we enter the month of December, I cannot help but notice that we have yet to experience the cool temperatures of a typical winter. Indeed, I have not put aside my summer clothes, and perhaps some of us will be disappointed in missing out on the chance to wear the latest winter outfits. But of course the disappearing winter is far more serious than a wardrobe choice; it implies that climate change is an imminent challenge for all of us. In this regard, I am grateful for the work of the Green Council in helping in the fight against climate change. Since its establishment in May 2000, the Council has put forward inspiring green incentives for the industrial and commercial sectors to follow. The Council has awarded its Hong Kong Green Label to environmentally qualified plastic products, electrical appliances, construction materials and more to encourage businesses to supply green products. The Hong Kong Green Award is a further recognition of corporations' efforts in green procurement and management practices. Green building is the way forward --------------------------------- I am sure you are aware that today so happens to be Buildings Day, a highlighted feature of the United Nations Climate Change Conference ( COP21 ) in Paris. Buildings Day tells us that the building and construction sectors can play a key part in fighting climate change. New buildings of today are the existing building stock of tomorrow, and failure to pursue sustainable building would lock in growth of greenhouse gas emissions for decades. Indeed, more than 30 per cent of global greenhouse gas emissions are building-related, and emissions could double by 2050 if we do nothing with our buildings. This is why we are pressing for green reforms, not only in terms of international efforts, but also in the development of our nation and also in Hong Kong. International collaborative efforts in Paris As we speak, more than 190 countries at COP21 are hoping to succeed the legally binding Kyoto Protocol with a new agreement which can allow us to limit global temperature rise to 2 degrees Celsius above pre-industrial levels. More than 50,000 participants from governments, United Nations agencies and non-governmental organisations are discussing possible reform measures to make this goal a reality. In particular, we expect green buildings will be at the top of their agenda. Hong Kong is also a member of the global village, and that is why the Secretary for the Environment is co-ordinating a party of 10 as part of the Chinese delegation at COP21 . As a prelude to COP21 , our nation unveiled its climate pledge in June this year. China will lower carbon emissions per unit of GDP by 60 to 65 per cent by 2030 from the 2005 level, together with a pledge to peak carbon emissions around 2030. This shows our commitments in the global green movement. Green buildings in Hong Kong Back in Hong Kong, we intend to learn from the experiences at COP21 , and put them into practice by adopting green building reforms. This is a step forward to meet our Energy Saving Plan pledge, which targets a 40 per cent reduction in energy intensity by 2025 using 2005 as the base. Allow me to elaborate further on four aspects. First, the Government has taken the lead in promoting green government buildings. To meet this Energy Saving Plan pledge, we will strive to reduce electricity consumption in government buildings by 5 per cent by 2020 using 2014 as the base year, based on a host of measures. New government buildings with construction floor area above 5,000 square metres are to achieve a high grading under recognised green building labelling schemes. We have also extended the maximum payback period for energy efficiency measures for new government buildings from nine years to 12 years. The longer payback period encourages the use of more new and innovative energy efficient features, such as building management systems. With the establishment of the Innovation and Technology Bureau last month, targeted measures will be devised to incentivise private organisations and capital funds to invest in innovation and technology. Indeed, technological advancements of today will bring about developments of tomorrow. I would ask for the support of all corporations here to invest in the future of our city. Second, we strive to extend the life span of existing buildings by turning them to other uses. This is to avoid extensive demolition and reconstruction works. As we all know, the 27-storey Murray Building was where the Development Bureau was situated before it was relocated to the Central Government Offices at Tamar. When Murray Building was vacated in 2012, it was largely retained and subsequently sold for conversion into a hotel, retaining much of its architectural merits and energy efficient features. Three government buildings in Wan Chai, namely Revenue Tower, Wanchai Tower and Immigration Tower, will also have their 10,000 staff relocated to create new Grade A office space. We envision that the towers will not be torn down, which would result in much wastage, and the towers will be refurbished instead to suit future commercial needs. Indeed, retrocommissioning can help improve the energy efficiency of equipment and lighting systems in an existing building. A building upgrade can even help rectify problems that stem from the design and construction stages. The commercial sector has also done its part in green buildings with regard to its developments. Taikoo Place, one of Hong Kong's best-planned business hubs, offering 550,000 square metres of prime commercial place, has been recognised for its excellence in urban planning and environmental sustainability. Two International Finance Centre, with its almost column-free floors to maximise natural light penetration, was awarded Gold Certification by the US Green Building Council. Third, it is not just buildings that need reworking. With a broader regional perspective, we seek to apply district-wide green technology like the District Cooling System (DCS) in Kowloon East to reduce power consumption. The DCS is an energy-efficient air-conditioning system which consumes 35 per cent less electricity compared to traditional air-cooled air-conditioning systems and 20 per cent less electricity than individual water-cooled air-conditioning systems using cooling towers. The system helps us achieve the new Energy Saving Target by reducing energy intensity. Finally, we are working to expand the green concept from development areas to our comprehensive Hong Kong development framework. The Government is now updating Hong Kong's holistic development strategy, known as ""Hong Kong 2030+: Towards a Planning Vision and Strategy Transcending 2030"". We have aspirations to make Hong Kong a smart, green and resilient city, and aim to optimise the use of transport infrastructure to reduce commuting demand. More integrated green and blue spaces will be explored as part of planning for a more sustainable Hong Kong. In the process, we will not sacrifice housing demand for green developments. Rather, an environmentally friendly city creates synergy among communities, and provides the necessary green spaces for citizens to settle comfortably. Conclusion Ladies and gentlemen, I am sure you will agree with me that green buildings can not only revitalise a city, but also make a substantial difference to the world. Last but not least, I wish the Green Council every success in the years to come, and congratulate all awardees for your dedication to the green movement. Thank you. Source: Hong Kong SAR Government \"
"COP21","Hong.Kong","COP21_Hong.Kong9","China-France climate pact 'no time for champagne' - Greenpeace","November 3, 2015 Tuesday","Hong Kong Free Press","China and France agreed on Monday that compliance checks must be a part of any international deal on climate change reached in Paris next month. In a joint statement released ahead of the United Nations Climate Change conference in the French capital, the two countries said that progress should be reviewed every five years in order to  reinforce mutual confidence and promote efficient implementation. French President Francois Hollande described the agreement, signed in Beijing, as an  historic step forward; in a statement released on Monday, however, Greenpeace said that although it was indeed a step forward it was only  incremental one. UNFCCC. Photo: HKFP. Greenpeace China Climate Policy Advisor Li Shuo said that  for Paris to be a success, a far bigger stretch is needed while Executive Director of Greenpeace France Jean-Francois Julliard cautioned that  there is no time for champagne What the world needs in Paris is a global long term vision of a 100% renewable energy supply for all by mid-century. In 2009, Beijing was widely blamed for scuppering what was expected to be an historic climate summit in Copenhagen. Although the Bali Road Map intended the talks in the Danish capital to finalise legal-binding emissions reduction targets, negotiations teetered on the brink of collapse. Then-UK environment minister Ed Miliband later accused the Chinese delegation, led by former premier Wen Jiabao, of having  vetoed the idea of a 50 percent reduction in global emissions by 2050 a move commentators attributed to the leadership\' s devotion to maintaining economic growth, considered an imperative source of legitimacy for the ruling Communist Party. COP15 Copenhagen. Photo: HKFP. The Copenhagen Accord, a mere  political statement with no binding targets, was formulated behind closed doors amongst a select group of 26 countries. The head of the\~G77\~group of countries said that the draft text asked African countries to sign a  suicide pact  but if poorer nations did not sign the Accord they would be unable to access funds from richer nations to help them adopt to climate change. The upcoming Paris talks are the first time world leaders will meet to discuss climate change since Copenhagen, with China\' s stance once again playing a pivotal role in determining the summit\' s success or failure. \"
"COP21","Hong.Kong","COP21_Hong.Kong10","SEN Starts Duty Visit to Paris","December 5, 2015 Saturday 6:30 AM EST","Hong Kong Government News","Dec. 5 -- The Secretary for the Environment, Mr Wong Kam-sing, started his duty visit to Paris on December 3 (Paris time) where he is attending the C40 Cities Climate Leadership Group meetings, the 21st session of the Conference of Parties to the United Nations Framework Convention on Climate Change ( COP21 ), and other related events. Mr Wong began his itinerary in Paris by attending the Buildings Day of the COP21 , at which he took the opportunity to understand how the construction of new and existing buildings has been coping with climate change. In the afternoon, he attended the C40 Steering Committee meeting. On December 4 (Paris time), Mr Wong attended the opening of the Climate Summit for Local Leaders and the plenary session of the summit. The Climate Summit empowers cities, local and subnational governments and their communities to set more ambitious targets for reducing carbon emissions, create realistic plans for achieving those targets, and report regularly and consistently on their progress. It also helps ensure that city voices are heard at the COP21 , and that their efforts are reflected in the treaty negotiations. On the same day, Mr Wong participated in the C40 Forum to share the experience with other places on the strengthening of climate resilience and the future development of low carbon living. Mr Wong will continue to join the COP21 related events today (December 5, Paris time). On December 7 and 8 (Paris time), he will attend the COP21 High-level Segment and host a Hong Kong session at the China Pavilion at COP21 to introduce the solutions adopted by the Hong Kong Special Administrative Region Government to deal with extreme climate risks. Source: Hong Kong SAR Government \"
