"COP","country","ID","title","date","source","text"
"COP22","Bangladesh","COP22_Bangladesh1","High-level segments of COP-22 begins Tuesday","November 13, 2016 Sunday","United News of Bangladesh","The high-level segments of the Conference of the Parties (COP-22) begins here on Tuesday with the participation of some heads of government and many ministers of different countries.The top leaders from various nations will present their country's position papers and put forward suggestions to tackle the growing climate change impacts, mainly caused by greenhouse emissions by developed countries. will be the first chance to explore and expand the historic climate agreement signed in Paris during the COP21.Prime Minister Sheikh Hasina leaves Dhaka for Morocco on Monday morning on a three-day official visit to attend the . She is scheduled to reach Menara Airport, Marrakech at 4.30 pm (local time).Foreign Minister AH Mahmood Ali, Environment and Forests Minister Anwar Hossain Manju, Water Resources Minister Barrister Anisul Islam Mahmud, high officials of the government and climate experts will accompany her.Sheikh Hasina will deliver her statement at the high-level segments of COP-22 on Tuesday 15 where she may highlight Bangladesh's position to address the climate challenges and urge global leaders to intensify the national and collective efforts to address this huge challenge.COP-22, which began on November 7 and runs through November 18 in Bab Ighli of Marrakech, Morocco, is the first such meeting since the historic adoption of the Paris Agreement at COP-21 in December last year.Meanwhile, the primary discussion of the COP22 formally concluded on Saturday with highlighting by climate experts on turning ambition into action and achieving the goals of the Paris Agreement.The primary discussion also focused on negotiating key elements, such scaling up the technical, financial and capacity building support that will facilitate action at the country level.In December 2015, over 190 countries convened in France to adopt the Paris Agreement on climate change at the 21st Conference of the Parties (or COP21). This Agreement was the culmination of years of hard work by countries, UN agencies, scientists, the private sector and civil society, and represented a long-term vision for a zero-carbon, resilient and sustainable world.At different meetings on the sidel"
"COP22","Bangladesh","COP22_Bangladesh2","BD's participation in COP 22 significant: FM","November 13, 2016 Sunday","United News of Bangladesh","Bangladesh's participation in the high-level segment of COP-22 carries a special significance considering the 'bold and leading role' played by the country in overcoming climate change challenges.'Bangladesh's participation in the conference led by Prime Minister Sheikh Hasina will further boost our image at the global stage,' Foreign Minister AH Mahmood Ali told a press conference at the Foreign Ministry on Sunday afternoon.Prime Minister Sheikh Hasina leaves for Morocco on Monday to attend the high-level segment of the Conference of the Parties () in Marrakech on November 15-16 at the invitation of King Mohammed VI.The Foreign Minister, Environment and Forests Minister Anwar Hossain Manju, Water Resources Minister Barrister Anisul Islam Mahmud, high officials of the government and climate experts will accompany her.Minister Ali said the participation will help Bangladesh highlight Bangladesh's firm commitment to addressing climate change challenges, multifaceted successes and contributions to that end.'I believe the bilateral relations between Bangladesh and Morocco will reach new heights through the conference,' he said.The Foreign Minister said some 109 countries, including Bangladesh, out of total 197 countries have so far ratified the Paris Climate Agreement that came into force on November 4. 'Considering this development, this year's COP is important.'Responding to a question, Ali said some 56 head of states and governments are participating in the conference this year.Asked what will be the government's position if Rampal issue comes up there, he said this is in no way part of the conference.The Foreign Minister said the government has its answers ready if the issue comes up for discussion.The is described as the COP of action as it will focus on the implementation modalities of the Paris Agreement, said the Foreign Ministry here.'This will provide us with the right platform to reiterate our commitments and negotiate towards achieving a robust, balanced and meaningful action plan to address climate change impacts under the framework of Paris Agreement,' said the Foreign Minister.He said Bangladesh is one of the countries most vulnerable to climate change adversities. 'We've been playing a significant role in global climate change negotiations, including the adoption of Paris Agreement.'In her national statement at the Marrakech Summit, the Prime Minster is expected to re-emphasise Bangladesh's resolve and determination in this regard, highlighting the initiatives and measures undertaken by the government in tackling the menaces of climate change, said the Foreign Ministry.The Prime Minster is expected to attend a luncheon hosted by King Mohammed VI of Morocco and have interactions with various world leaders during the Summit.A VVIP flight of Biman Bangladesh Airl"
"COP22","Bangladesh","COP22_Bangladesh3","Ministers, officials at COP 22 commit to reduce pollution deaths","November 16, 2016 Wednesday","United News of Bangladesh","Ministers and senior officials at Conference of Parties (COP) 22 in Marrakech, Morocco have promised to take steps to reduce the deaths caused by environmental pollution.Gathering at the COP22 climate meeting in Marrakech, over two dozens of high-level officials related to health and environment sectors signed up the Declaration for Health, Environment and Climate Change, according to a message received here on Wednesday.The goal is to reduce pollution-related deaths via a new global initiative to promote better management of environmental and climate risks to health.The World Health Organization (WHO) estimates that some 12.6 million deaths a year are associated with environmental pollution.Of these, an estimated 6.5 million deaths (11.6 percent of all global deaths) are associated with air pollution, from household and outdoor sources.""This landmark declaration has raised consensus for better articulation of our efforts to find a solution to the major health, environmental and climate challenges,"" said Hakima El Haite, Minister of Environment, Morocco.""Together, we commit to ensuring that people - their livelihoods, wellbeing, and particularly their health - are at the centre of the response to climate change,"" he added.Most environmental pollution-related deaths occur in low-and middle-income countries. However, outdoor air pollution remains prevalent in high-income countries as well, with 9 out of 10 people worldwide exposed to air pollution that exceeds WHO Air Quality guidel"
"COP22","Bangladesh","COP22_Bangladesh4","Strengthening Global Action on Renewable Energy at COP22","June 30, 2016 Thursday","Energy & Power","On the final day of the climate talks in Bonn, Germany, leaders of key negotiating blocs joined in call for global action on renewable energy and energy efficiency at COP22 in Marrakech later this year.The Chairs of these groups, representing over 90 countries, highlighted the launch at COP 21 in Paris last year of the Africa Renewable Energy Initiative, a program with pledges of $10 billion in financial support, as a starting point for scaling up renewable energy worldwide.The leaders emphasized that COP22 in Marrakech offers an unprecedented opportunity to broaden this success to other developing countries, including small island, least developed, Asian and Latin American countries, as part of an enhanced global effort to support the uptake of renewable energy globally while strengthening energy efficiency.Toshi Mpanu-Mpanu, Chair of the LDCs, said that ""The Marrakech COP will be an action and implementation COP. With the LDC renewable energy and energy efficiency initiative we are following up on Paris and beginning to deliver concrete solutions vital to addressing climate change.""""The Least Developed Countries are committed to play our part in the global energy transformation, to provide clean and renewable energy, jobs and opportunities to vastly improve livelihoods for our people,"" he said.COP22 provides an unprecedented opportunity to strengthen support on renewables to the LDCs, as part of a global program of support.The energy of Paris must be channeled into real solutions to both climate change and development at COP22\l"
"COP22","Bangladesh","COP22_Bangladesh5","Bangladesh PM Hasina pitches for global fund to achieve SDG on water","November 16, 2016 Wednesday","The Financial Express (Bangladesh)","Bangladesh, Nov. 16 -- Prime Minister Sheikh Hasina has proposed creating a global fund to help achieve the Sustainable Development Goal (SDG) on water.She made the proposal at the COP22 United NationsClimate Change ConferenceHeads of government and state of 80 countries have taken part in the 22nd Session of the Conference of the Parties ().She stressed the need for floating the global fund on water SDG to support research, innovation and technology transfer.Of the 17 SDGs taken up in the 2030 Agenda for Sustainable Development, the sixth one is clean water and sanitation.It sets out to 'ensure availability and sustainable management of water and sanitation for all'.SDG 6 expands the Millennium Development Goal focus on drinking water and basic sanitation to now-cover the entire water cycle, including the management of water, wastewater and ecosystem resources. At the conference, Hasina also reminded the development countries of their pledge to help the vulnerable ones to tackle the effects of climate change.""Lives and livelihoods of millions of people would continue to be at risk unless we deliver to our commitments on climate change issues,"" Hasina said.UN Secretary General Ban Ki-moon also urged the world leaders to pay more attention to tackle climate change effects in order to protect the planet, safeguard the most vulnerable, and drive shared prosperity.""Now we have to translate words into effective policies and actions,"" he said, referring to the Paris Agreement on climate change, enforced earlier this month.Hasina, too, drew the participants' attention to the agreement.""Last year in Paris, we have been successful to create a solid ground for a meaningful cooperation in combating climate change impacts. Now, this is the time to move forward to implement decisions into actions,"" she said.The prime minister also put emphasis on tackling the climate-induced migrant issue.""Unless, we address this challenge appropriately, we would never be able to attain the objectives of Sustainable Development Goals,"" she said.Speaking about her government's efforts to tackle the effects of climate change as one of the countries most vulnerable to those effects, she mentioned raising a 'Climate Change Trust Fund' of $400 million from its own resources.She said Bangladesh achieved success in disaster management despite its coastal areas being highly vulnerable to climate related calamities, such as floods and cyclones.""We have put in place measures like early warning system, cyclone shelters and river weeds cultivation that have significantly reduced loss of lives and properties in Bangladesh,"" she said.Hasina concluded her speech by urging all to be ""prepared to share equitable burden to fulfil our promises of making the world a safer and better place for our future generation"".Published by HT Syndication with permission from The Financial Express. For any query with respect to this article or any other content requirement, please contact Editor at HYPERLINK mailto:htsyndication@hindustantimes.comhtsyndication@hindustantimes.com\l"
"COP22","Bangladesh","COP22_Bangladesh6","LDCs Call for Fair and Ambitious Action at COP22","November 30, 2016 Wednesday","Energy & Power","Chair of the Least Developed Countries (LDC) group, Tosi Mpanu-Mpanu, has called for fair and ambitious action at COP22 in Marrakech, Morocco. ""We must build upon the foundations set in Paris to construct robust rules to support the Agreement's implementation,"" he said. The negotiations come after a year of growing international political momentum to address climate change, following the historic adoption of the Paris Agreement in December 2015. Noting with concern that full implementation of current pledges by countries to cut greenhouse gas emissions puts the world on track for 3-3.5\'b0C of warming above pre-industrial levels, Mr Mpanu-Mpanu said: ""Science tells us that beyond temperature increases of 1.5\'b0C the future of our planet stands on increasingly thin ice. It is imperative for communities across the world that countries take seriously their goal to pursue efforts to keep temperatures below 1.5\'b0C. We cannot afford to treat this as an aspirational goal.An upwards spiraling of commitments to cut emissions that is both fair and proportionate to challenge rising before us is vital."" LDCs plan to contribute to these global efforts through the LDC Renewable Energy and Energy Efficiency Initiative (REEEI) for Sustainable Development, among other ways.\l"
"COP22","Bangladesh","COP22_Bangladesh7","Morocco Signals Plans for Wide Ranging Consultations in Advance of COP22","June 30, 2016 Thursday","Energy & Power","The first UN climate change meeting since governments adopted the landmark Paris Agreement closed recently amid a suite of positive outcomes that will support the treaty's widely anticipated early entry into force and stronger, sustained action world-wide into the future.The nearly two week meeting saw countries push ahead with implementing stronger climate action and constructing the global climate regime ""rule book"" in order to guarantee the treaty's fairness, transparency and balance between nations.While work towards the agreed flows of USD 100 billion per annum by 2020 continues, two of the key international funding arms- the Green Climate Fund (GCF) and the Global Environment Facility (GEF)-underl"
"COP22","Bangladesh","COP22_Bangladesh8","PM flies to Morocco to attend COP-22","November 14, 2016 Monday","United News of Bangladesh","Prime Minister Sheikh Hasina left here for Morocco on Monday morning on a three-day official visit to attend two high-level segments of the Conference of the Parties (COP-22).Environment and Forest Minister Anwar Hossain Monju, Water Resources Minister Barrister Anisul Islam Mahmud and Foreign Minister AH Mahmood Ali are accompanying the Prime Minister.The flight is scheduled to land at Menara Airport, Marrakech at 4.30 pm (local time). Bangladesh Ambassador to Morocco Sultana Laila Hossain will receive the Prime Minister there.On her arrival at the airport, the Prime Minister in a ceremonial motorcade will be escorted to Hotel La Mamounia where she will be staying during her visit to Morocco.Sheikh Hasina will deliver her statement at the high-level segments of COP-22 on November 15 where she may highlight Bangladesh's position to address climate challenges and urge global leaders to intensify the national and collective efforts to address this huge challenge.Along with other heads of state and government, Sheikh Hasina will attend the lunch to be hosted by King of Morocco Mohammed VI the same day. She is scheduled to return home on the night of November 16., which began on November 7 and runs through November 18 in Bab Ighli of Marrakech, Morocco, is the first such meeting since the historic adoption of the Paris Agreement at COP-21 in December last year.\l"
"COP22","Bangladesh","COP22_Bangladesh9","'Raise Climate Displacement Issue at SAARC Summit'","September 15, 2016 Thursday","Energy & Power","Participants in a seminar in Dhaka recently urged the government to raise the climate induced displacement issue in the coming SAARC Summit in Islamabad and Climate Conference in Marrakesh. They said this while addressing a seminar titled ""Climate Issues in CoP22 and Islamabad SAARC Summit"" at CIRDAP auditorium. Climate Action Network South Asia (CANSA), Christian Aid, Campaign for Sustainable Rural Livelihood (CSRL), Oxfam International COAST and EquityBD organized the seminar. Dr Qazi Kholiquzzaman Ahmed, Chairman of PKSF chaired the event while Dr Hasan Mahmud, Chairman of Parliamentary Standing Committee on Ministry of Environment and Forest was present as chief guest. Rezaul Karim Chowdhury of COAST moderated the seminar while Sanjay Vahsist of CANSA, Dr Atiq Rahman of BCAS, Badi Akhter of Oxfam and Sharmind Neelormi of CSRL took part in the discussion. Mujibul Haque Munir of Equitybd presented the keynote paper.Dr Hasan Mahmud said Bangladesh delegation gained in Durban and Cancun on climate displacement issue that has to be again placed in Marrakesh. He also urged for redefining UN refugee convention in view of climate displacement. He criticized GCF, as major portion of the fund is being channeled through multilateral financial institution whose basic objective is to gain profit. Dr Qazi Kholiquzzaman said Bangladesh has to be very active in Marrakesh and Islamabad SAARC summit. However, Bangladesh should not wait for external assistance rather proceed with its own resources, he said. Conference of Parties (CoP) 22 Climate Conference will take place in Marrakesh, capital of Morocco, in November and SAARC Summit in Islamabad in December.\l"
"COP22","Bangladesh","COP22_Bangladesh10","PM arrives in Marrakech to attend COP-22","November 14, 2016 Monday","United News of Bangladesh","A red carpet was rolled out as Prime Minister Sheikh Hasina arrived here on Monday afternoon on a three-day official visit to Morocco to attend two high-level segments of the Conference of the Parties (COP-22).Morocco Minister of National Education and Vocational Training Rachid Belmokhtar Benabdellah and Bangladesh Ambassador to Morocco Sultana Laila Hossain received the Prime Minister at the airport. She was given a static guard of honour.On her arrival at the airport, the Prime Minister in a ceremonial motorcade was escorted to Hotel La Mamounia, after the ceremonial reception, where she will be staying during her visit to Morocco. Earlier, the flight carrying Sheikh Hasina and her entourage took off from Hazrat Shahjalal International Airport for Marrakech, a former imperial city in western Morocco, at 10:15 am (Bangladesh Time).On November 15, Sheikh Hasina will deliver her statement at the high-level segments of COP-22 on where she may highlight Bangladesh's position to address climate challenges and urge global leaders to intensify the national and collective efforts to address this hugechallenge.Along with other heads of state and government, Sheikh Hasina will attend the lunch to be hosted by King of Morocco Mohammed VI the same day. She is scheduled to return home on the night of November 16., which began on November 7 and runs through November 18 in Bab Ighli of Marrakech, Morocco, is the first such meeting since the historic adoption of the Paris Agreement at COP-21 in December last year.\l"
