"COP","country","ID","title","date","source","text"
"COP23","UAE","COP23_UAE1","WWF to participate in UN climate talks at COP 23","November 1, 2017 Wednesday","Emirates News Agency (WAM)","WWF / UNABU DHABI, 1st November, 2017 (WAM) -- The World Wide Fund for Nature, WWF, has announced that it will participate in meetings in Bonn to highlight key issues that go to the heart of the implementation of the Paris Agreement; keeping global warming below 1.5 degrees C.Close to a year after the landmark treaty's coming into force, member states must make substantive progress on the actual content of the agreement's implementation guidel"
"COP23","UAE","COP23_UAE2","UAE highlights climate action achievements at COP23 in Bonn","November 14, 2017 Tuesday","Emirates News Agency (WAM)","UAE / COP23DUBAI, 14th November, 2017 (WAM) --A high-level delegation comprising representatives of the country's public and private sector is attending the 23rd session of the Conference of the Parties (COP23) to the United Nations Framework Convention on Climate Change (UNFCCC).Delegates from the UAE government, business and academia have joined their counterparts from around the globe at the event that runs from November 6th to 17th, 2017 in Bonn, Germany, to discuss the next steps in the implementation of the Paris Agreement and review the progress of the signatory countries in achieving their climate change goals.Dr Thani bin Ahmed Al Zeyoudi, Minister of Climate Change and Environment, is heading the UAE delegation to COP23..Presided by Fiji with the support of the German government, COP23 takes place against a backdrop of extreme weather events that have destroyed the lives of millions of people across Asia, the Americas and the Caribbean.Dr Al Zeyoudi said: ""This year witnessed devastating hurricanes, fires, floods, droughts, ice melting and impact on agriculture that could hugely threaten food security. This conference therefore serves as an ideal platform for strengthening cooperation frameworks that will allow countries to tackle the global challenges of climate change.""He added: ""Considering the current alarming situations, we need to act more swiftly to maintain the momentum created by the historic Paris Agreement if we are to translate its objectives into practical measures. Today, let us together send a positive message from Bonn to the entire world through reaffirming our determination to move forward in shaping the future we aspire to achieve.""Speaking on the UAE's ambitious climate action plans, Dr Al Zeyoudi said: ""The UAE has made significant progress in combating the climate change impacts through our revolutionary national programs, such as the launch of the National Climate Change Plan 2050 and the National Climate Adaptation Program, which aim to strengthen our national capacities to withstand the climate challenges and transform them into opportunities that ensure long-term economic growth.""Dr Al Zeyoudi participated in a high-level panel discussion, held as part of the five-day agenda of events hosted by the Marrakech Partnership for Global Climate Action to demonstrate how cities, regions, businesses and investors work side by side with governments to implement the Paris Agreement.Highlighting the UAE's contributions to achieving the goals of the Paris Agreement and UNFCCC, he noted that the National Climate Change Plan 2050 involves engaging companies and other non-government entities in climate and environment policy-making as well as introducing new solutions and technological innovations that help combat climate change. He emphasized that the country's businesses are leading the change in many climate-related areas.He said that the UAE tackles climate change through effective policies and initiatives that aim to diversify the economy into new, knowledge-based industries. He added that the country continues to dominate the clean energy sector with an ambitious clean energy target of 27 percent by 2021 and 50 percent by 2050. He also stressed that the UAE supports international climate action through renewable energy aid and investments in multiple commercial renewable energy projects across the globe. In closing, he emphasized that the country seeks to reinforce its status as a regional leader and global convener on climate action.\l"
"COP23","UAE","COP23_UAE3","A new view","January 7, 2018","Identity","Coinciding with the launch of her new edited book, HABITAT, Dr.Sandra Piesik took some time to answer a few of our questions.Who is your favourite historic architect? And contemporary? Italian architect Giovanni Michelucci, for his capacity to explore beauty in materiality and structure.Contemporary architect: nature, because of its inexhaustible, selfless, un-superficial creativity.Ido not think that we should imitate nature, but I think nature and ecosystems are great inspiration; at least [they are] for me.What led you to create your firm 3 ideas Ltd?At the time, there was no information readily available about it.As a European, I wanted to find out: what did the Arab people build before we arrived? Setting up 3 ideas Ltd was the only way to do this, as big architectural practices were not interested in this topic.How should architects address consumption and production? Designers and architects are responsible, but not only them \- we are all responsible for addressing these questions; clients, consumers and developers alike.SDG No 12 [Sustainable Development Goal 12 of the ""We are all in the same canoe,"" said Fiji's Prime Minister Frank Bainimarama, whose country recently held the presidency of COP23 [the 2017 Climate Change Conference].What are common misunderstandings about climate change? It might be that 'it is not related to me' or 'it will not affect me'.I think that the biggest misunderstanding of climate change is in focusing solely on measuring and calculating climate change, or representing it as a diagram on the computer screen.Leaving pragmatic solutions to climate change [and focusing] solely [on] graphic representations, statistics and numbers is the biggest and most damaging thing we could do as a profession.How does vernacular architecture speak to dangerous forms of nationalism? I feel that since the 1970s and the advent of modernisation we lost a concept of national identity.We are living in a confused world.'Westernisation' brought buildings and cities without identity \- stripped of any characteristics of culture or local environment \- and it is precisely why we need to re-discover ornamentation and cultural characteristics in a new way; to bring back national and cultural identity.What behaviours can consumers adopt to help reduce climate change? I feel that choices need to be made by people themselves, on an individual basis.Buying local produce, supporting local economies and co-ops, and [practising] all forms of 'of 'reduce', 'reuse' and 'recycle' would help.Do we need think about the cycle of production and consumption? I think that central Europe right now offers a brilliant example of circular economy in action, and we have entire countries and cities embracing the circular economy model.It is worth mentioning that the date palm industry circular economy model was present in the MENA region for 8000 years until the 1970s, so there is still scope for re-engaging with models of production and consumption that are indigenous to the Middle East.What locations in world inspire you the most?This interview was edited for length and clarity.ID\l"
"COP23","UAE","COP23_UAE4","Start with food to fight climate change","December 21, 2017 Thursday","Khaleej Times (United Arab Emirates)","Obviously, mitigating climate change will require tackling emissions from the meat and dairy industries. The question is howLast year, three of the world's largest meat companies - JBS, Cargill, and Tyson Foods - emitted more greenhouse gases than France, and nearly as much as some big oil companies. And yet, while energy giants like Exxon and Shell have drawn fire for their role in fuelling climate change, the corporate meat and dairy industries have largely avoided scrutiny. If we are to avert environmental disaster, this double standard must change. To bring attention to this issue, the Institute for Agriculture and Trade Policy, GRAIN, and Germany's Heinrich Bll Foundation recently teamed up to study the ""supersised climate footprint"" of the global livestock trade. What we found was shocking. In 2016, the world's 20 largest meat and dairy companies emitted more greenhouse gases than Germany. If these companies were a country, they would be the world's seventh-largest emitter. Obviously, mitigating climate change will require tackling emissions from the meat and dairy industries. The question is how. Around the world, meat and dairy companies have become politically powerful entities. The recent corruption-related arrests of two JBS executives, the brothers Joesley and Wesley Batista, pulled back the curtain on corruption in the industry. JBS is the largest meat processor in the world, earning nearly $20 billion more in 2016 than its closest rival, Tyson Foods. But JBS achieved its position with assistance from the Brazilian Development Bank, and apparently, by bribing more than 1,800 politicians. It is no wonder, then, that greenhouse-gas emissions are low on the company's list of priorities. In 2016, JBS, Tyson and Cargill emitted 484 million tonnes of climate-changing gases, 46 million tonnes more than BP, the British energy giant. Meat and dairy industry insiders push hard for pro-production policies, often at the expense of environmental and public health. From seeking to block reductions in nitrous oxide and methane emissions, to circumventing obligations to reduce air, water, and soil pollution, they have managed to increase profits while dumping pollution costs on the public. One consequence, among many, is that livestock production now accounts for nearly 15 per cent of global greenhouse-gas emissions. That is a bigger share than the world's entire transportation sector. Moreover, much of the growth in meat and dairy production in the coming decades is expected to come from the industrial model. If this growth conforms to the pace projected by the UN Food and Agriculture Organization, our ability to keep temperatures from rising to apocalyptic levels will be severely undermined. At the United Nations Climate Change Conference (COP23To skirt climate responsibility, the meat and dairy industries have long argued that expanding production is necessary for food security. Corporate firms, they insist, can produce meat or milk more efficiently than a pastoralist in the Horn of Africa or a small-scale producer in India. Unfortunately, current climate policies do not refute this narrative, and some even encourage increased production and intensification. Rather than setting targets for the reduction of total industry-related emissions, many current policies create incentives for firms to squeeze more milk from each dairy cow and bring beef cattle to slaughter faster. This necessitates equating animals to machinery that can be tweaked to produce more with less through technological fixes, and ignoring all of this model other negative effects. California's experience is instructive. Pursuing one of the world's first efforts to regulate agricultural methane, the state government has set ambitious targets to reduce emissions in cattle processing. But California is currently addressing the issue by financing programmes that support mega-dairies, rather than small, sustainable operators. Such ""solutions"" have only worsened the industry's already poor record on worker and animal welfare, and exacerbated adverse environmental and health-related effects. Solutions do exist. For starters, governments could redirect public money from factory farming and large-scale agribusiness to smaller, ecologically focused family farms. Governments could also use procurement policies to help build markets for local products and encourage cleaner, more vibrant farm economies. Many cities around the world are already basing their energy choices on a desire to tackle climate change. Similar criteria could shape municipalities' food policies, too. For example, higher investment in farm-to-hospital and farm-to-school programmes would ensure healthier diets for residents, strengthen local economies, and reduce the climate impact of the meat and dairy industries. Dairy and meat giants have operated with climate impunity for far too long. If we are to halt global temperature spikes and avert an ecological crisis, consumers and governments must do more to create, support, and strengthen environmentally conscious producers. That would be good for our health - and for the health of our planet. -Project Syndicate.Shefali Sharma is Director of Agricultural Commodities and Globalization at the Institute for Agriculture and Trade Policy.Copyright \£9 2017 Khaleej Times.\l"
"COP23","UAE","COP23_UAE5","EU and 79 African, Caribbean, Pacific countries in joint push to implement global climate deal","May 18, 2017 Thursday","Emirates News Agency (WAM)","EU / ACP / climate dealBRUSELS, 18th May, 2017 (WAM) -- The European Union and 79 African, Caribbean and Pacific (ACP) developing countries, who together make up more than half of the signatories to the Paris Agreement on climate change, today reaffirmed their strong and steadfast commitment to full implementation of the agreement, urging all partners to keep up the momentum created in 2015, according to EUROPA, the official EU website.The EU and the African, Caribbean and Pacific Group of States made the call at a UN climate change conference taking place in Bonn, ahead of the upcoming G7 and G20 leaders' summits and the next annual UN climate negotiations COP23 in November.Commissioner for Climate Action and Energy Miguel Arias Ca?ete said: ""Today more than ever, Europe stands by its long-term partners most vulnerable to climate change. We, developed and developing countries together, will defend the Paris Agreement. We are all in, and our joint commitment to this Agreement today is as in Paris: irreversible and non-negotiable."" The ACP Group and EU have agreed common positions on the next steps to implement the Paris Agreement and strengthened cooperation to promote low-emission, climate-resilient development. As an example of this increased cooperation, the EU has announced support of EUR 800 million for the Pacific Region up to 2020, with around half earmarked for climate action. The EU will also provide EUR 3 million to support Fiji's COP23 Presidency. The UN climate conference is currently taking place from 8-18 May to prepare the ground for the next Conference of the Parties COP23, to be held on 6-17 November 2017 in Bonn.\l"
"COP23","UAE","COP23_UAE6","UAE hosts 'Leaders' Roundtable: The Sustainable Ocean Economy' at 72nd UNGA in New York","September 20, 2017 Wednesday","Emirates News Agency (WAM)","Minister of Climate Change & Environment / Sustainable Ocean Economy / 72nd UNGA / New York / SustainabilityNEW YORK, 20th September, 2017 (WAM) -- The UAE, in partnership with the European Union and Fiji, hosted a high-level roundtable during the 72nd United Nations General Assembly on enhancing and mobilising investments to promote a sustainable ocean economy that supports climate change mitigation and adaptation efforts.Building on the UN Ocean Conference, held in June 2017, the roundtable discussed ways to enhance preparations for the Our Ocean Conference to be held in Malta in October 2017 and COP23 in Bonn, Germany, in November 2017.The roundtable took place in the presence of Frans Timmermans, First Vice-President of the European Commission, Dr. Thani bin Ahmed Al-Zeyoudi, Minister of Climate Change and Environment, and Inia Seruiratu, Minister for Agriculture, Rural and Maritime Development and National Disaster Management and COP23 High-Level Champion, Fiji. It brought together government and business leaders, financial institutions, international organisations and academics to build a shared view on near-term investment and policy priorities, and, most importantly, to strengthen partnerships to benefit the sustainable ocean economy.In his welcoming remarks, Dr. Thani Al-Zeyoudi underl"
"COP23","UAE","COP23_UAE7","WWF calls on countries to focus on implementing Paris Agreement","May 8, 2017 Monday","Emirates News Agency (WAM)","WWF / Paris AgreementABU DHABI, 8th May, 2017 (WAM) -- UN climate negotiations resume tomorrow in Bonn, and while negotiators will be getting into the details of implementing the Paris Agreement, outside attention is likely to be on the first major challenge to the global climate deal as the United States considers its future in the agreement.Manuel Pulgar-Vidal, leader of WWF's global Climate and Energy Practice, said, ""The Paris Agreement is the world's collective response to tackling climate change. While politics and policies may change, science is giving us a clear and consistent message about climate change. We must stay focused on implementing the agreement to ensure greenhouse gas emissions are urgently reduced to keep the global temperature increase to 1.5 C, and ensure that vulnerable communities are protected from the climate impacts we are already experiencing.""Acting now means that countries can tap the benefits resulting from greater climate action. This includes enhanced health, employment growth and new investment opportunities.""Strengthening the collaboration between governments and other actors is critical to accelerate climate action. ""Collaboration among national governments, cities, business, regional governments and the public lies at the heart of unlocking these opportunities as rapidly as possible,"" he said. Continued support for strengthening the Marrakech Partnership can contribute to unlocking new opportunities for action.Countries will have an opportunity around the Facilitative Dialogue in 2018 (2018 FD), to take stock of collective efforts towards the Paris Agreements' long-term objectives. A meaningful outcome of the 2018 FD will be a collective signal from countries that they intend to revise their NDCs with more ambitious targets. ""We think a strong decision at COP23, setting out how the 2018 FD will be organised, is essential,"" explained Pulgar-Vidal.Finally, progress in the negotiations in Bonn should allow for a comprehensive draft text on the rules for implementing the Paris Agreement at COP23, to be held in Bonn in November.\l"
"COP23","UAE","COP23_UAE8","Are leaders really serious about saving the earth?","December 11, 2017 Monday","Khaleej Times (United Arab Emirates)","The Paris climate agreement was facilitated by a number of political and social forces.Laurence TubianaIn 2015, the so-called ""high ambition coalition"" of developed and developing countries pushed the Paris climate agreement past the finish l"
"COP23","UAE","COP23_UAE9","MOCCAE, GGGI, Korean Embassy hold youth workshop on climate change adaptation","December 6, 2017 Wednesday","Emirates News Agency (WAM)","MOCCAE / GGGI / Climate Change / sustainabilityDUBAI, 6th December, 2017 (WAM) -- The Ministry of Climate Change and Environment, MOCCAE, in cooperation with the Global Green Growth Institute, GGGI, and the Embassy of the Republic of Korea, held a youth workshop at the Youth Hub in Dubai to discuss topics of climate change adaptation and how young people can get involved.Set against the backdrop of the Youth Climate Mentorship Programme launched during COP23 in Bonn, Germany, the workshop brought together 40 students and young professionals with climate change experts from the UAE and the Republic of Korea, who shared insights on local and international practices on adaptation and interacted with audience members.""The UAE fully supports its youth and seeks their involvement in the national response to the challenges of climate change,"" said Fahed Mohamed Al Hammadi, MOCCAE's Acting Assistant Under-Secretary, Green Development and Climate Change Sector. ""Engaging with young people is a priority for our leadership and we are happy to cooperate with our friends in the international community in this regard. We are building a climate-resilient society to ensure a sustainable economic and environmental future for our nation, and young people must be a part of this process.""The seminar comes as part of the Green Growth Youth Programme, which kicked off in 2015 with an introductory workshop and continued in 2016 with several student internships at GGGI's office in Masdar City, Abu Dhabi.""The transition to a green economy cannot happen without engaging young people in green growth and climate change policy,"" said Dr. Frank Rijsberman, Director-General of GGGI. ""GGGI, through its UAE programme, will continue to invest in the coming years in youth training and internships to support this transition,"" he added.The Korean Embassy also highlighted this event as an example of the robust cooperation between Korea and the UAE in addressing climate change issues.Joint youth workshops are great opportunities that empower the youth to express their opinions regarding current issues and enable them to find solutions for global challenges. These events also allow them to meet with decision makers to discuss the best ways to contribute their creative ideas to advance various sectors towards a better future.In the face of global climate change and resource scarcity, the UAE government has begun the transition to an environmentally, economically and socially sustainable development model by adopting a national green growth plan that emphasizes opportunities for a prosperous, inclusive and climate-resilient future. The National Climate Change Plan was approved by the UAE Cabinet in June 2017, which charts the path of climate change mitigation and adaptation into the future. Youth are an important element in the nation's plans, and encouraging their participation is a priority for the government.\l"
"COP23","UAE","COP23_UAE10","UAE makes significant progress in combating climate change impact: Al-Zeyoudi","November 18, 2017 Saturday","Emirates News Agency (WAM)","UAE / Climate ChangeBONN, 18th November, 2017 (WAM) -- Dr. Thani bin Ahmed Al-Zeyoudi, Minister of Climate Change and Environment, has stated that the United Arab Emirates has made significant progress in combating the climate change impact. He cited in this regard the country's revolutionary national programmes, such as the launch of the National Climate Change Plan 2050 and the National Climate Adaptation Programme, NCAP, which aim to strengthen the state's national capacities to withstand climate challenges and transform them into opportunities that ensure long-term economic growth for current and future generations.This came during UAE's keynote speech at the 23rd session of the Conference of the Parties (COP23) to the United Nations Framework Convention on Climate Change (UNFCCC), held from November 6th to 17th, 2017 in Bonn, Germany, to discuss the next steps in the implementation of the Paris Agreement and review the progress of the signatory countries in achieving their climate change goals.Al-Zeyoudi added that in view of the substantial changes to be implemented in the next phase as part of the UAE Centennial Plan 2071, the UAE Energy Strategy 2050 has been announced to boost the country's ambitions to raise the share of clean energy in the national energy mix to 27% by 2021 and 50% by 2050, in addition to laying the foundation stone of the 'Noor Abu Dhabi Plant' featuring cutting-edge photovoltaic technology with a potential to generate 1,177 MW of solar energy.Al-Zeyoudi added that the fourth stage of the Mohammed bin Rashid Al Maktoum Solar Park was launched with a production capacity of 700 MW as part of a plan to produce 5,000 MW of energy by 2030. He indicated that the UAE has also laid the foundation for the first waste-to-energy project and implemented the first carbon capture and storage (CCS) facility in the Middle East and North Africa region.In recognising UAE's most stellar environmental achievements, he highlighted the important role played by Abu Dhabi Future Energy Company, Masdar, which has been leading the country's efforts in the development of renewable energy technologies and solutions since its inception in 2006, and has invested about US$8.5 billion in local and global projects, contributing to the increase of renewable energy capacity by about 2.7 million GW.The minister stressed that this global event is taking place at a time when the global climate has been worsening, and extreme weather events have been occurring at a faster and more severe pace than ever beforeAl-Zeyoudi reaffirmed UAE's commitment to the objectives of the United Nations Framework Convention on Climate Change, the Paris Agreement and all relevant international resolutions, as well as the country's determination to continue its voluntary participation in international efforts to mitigate and adapt to climate change.\l"
