"COP","country","ID","title","date","source","text"
"COP21","India","COP21_India1","Colombia : Latin America is preparing for COP 21","September 23, 2015 Wednesday","TendersInfo","Environmentalists, government and NGO officials gathered in Bogota, Colombia between 20 and 23 September for the Latin American summit, as part of preparations for the UN Conference on Climate Change (COP21) in Paris in December this year. UN-Habitat took part in the summit.Beyond advocating immediate action and the empowerment of non-state actors, the summit paved the way for the adoption, during in Paris, of an ambitious and exhaustive global agreement on climate change. The focus was placed on the development of a new global climate agenda that also includes the participation of citizens, civil society groups, the private sector and local governments.It also pressed for pro-climate commitments at national and international levels, as well as the presentation of a strong and concerted message at the COP21.Most of the vital economic and social infrastructure, government facilities and assets are located in cities. When disaster strikes, these are at risk of collapse.Cities need to fully accept the inevitable effects of climate change and adapt, while, at the same time, curb and mitigate the causes of climate change,said Elkin Velasquez, UN-Habitat s regional director for Latin America and the Caribbean. The summit also addressed the articulation of climate change, resilience, risk reduction and water in regards to sustainable urban development.These considerations were organized in four themes: Cities and the new global climate agreement; Inclusive cities, resilient cities; Climate change and cultural change; and Climate Finance. UN-Habitat is currently active in 20 countries implementing climate change related programmes. Projects range from assistance to local authorities to improve systems aimed at climate proofing urban infrastructure to ensuring that climate change adaptation becomes a key component of infrastructure design and urban planning.\l"
"COP21","India","COP21_India2","At COP21, Bengalurean Gives Voice to Ragpickers","December 11, 2015 Friday","New Indian Express","BENGALURU, Dec. 11 -- During the United Nations Climate Change Conference (COP21), which concluded in Paris recently, representatives from India, including one from Bengaluru, made several suggestions to mitigate climate change.Mansoor, who operates a dry waste collection centre in the city, was among the two Indian representatives. In an interaction held on Thursday, he spoke on the demands put forth by the Alliance of Indian Wastepickers at COP21.He said they had asked for the creation of a Green Collar Corpus Fund to end subsidies to all technologies that compete with recycling and to encourage informal sector recycling. They also said that in order to expand, formalise and regularise the activities of ragpickers, financial support was essential.Mansoor also said a public body that looks into the issues pertaining to ragpickers should be created. He added that the authorities' attitude towards ragpickers, who work in the worst of conditions, needs to change to bring about a positive difference.Published by HT Syndication with permission from New Indian Express. For any query with respect to this article or any other content requirement, please contact Editor at HYPERLINK htsyndication@hindustantimes.com\l"
"COP21","India","COP21_India3","France : UN-Habitat launches Guiding Principles for City Climate Action Planning at the Climate Change Conference (COP21) in Paris","December 5, 2015 Saturday","TendersInfo","As the world heads to a new climate agreement, parties and participants at the United Nations in Paris highlighted the role of cities as the place where the struggle to mitigate climate change will be either won or lost. Cities play a critical role in emissions, thus they must also become key actors in global efforts to bring down greenhouse gas emissions.With this sense of urgency, UN-Habitat launched the Guiding Principles for City Climate Action Planning at the Climate Change Conference COP-21 in Paris. The principles establish benchmarks for action planning in cities, based on international evidence and best-practices. The new UN-Habitat Guide is all about orienting cities towards concrete, comprehensive climate action. The Principles are designed as an instrument for cities to tangibly address climate change and provide effective city-level climate action planning tools stated Raf Tuts, Coordinator of the Urban Planning and Design Branch of UN-Habitat at the launch session.Representing the view of cities, the Mayor of La Paz, Luis A. Revilla H. expressed that efficient climate change planning has to include local authorities in decision making through strengthening the vertical integration. As the world was increasingly urbanized, the 21st century agenda would have to focus on greatly reduce vulnerabilities of people and infrastructure to the impacts of a changing climate.Manish Bapna, Executive Vice President of the World Resources Institution WRI pointed out that different cities need different solutions, these guidel"
"COP21","India","COP21_India4","COP21: a 'Green' UN climate change conference, from electric cars to power of human energy","December 15, 2015 Tuesday 6:30 AM EST","Tax India Online","NEW YORK, DEC 15, 2015: WITH countries reaching a new agreement at the United Nations (COP21), the global meeting has been qualified as a ""monumental triumph"" by top UN officials. While many continued to hail the outcome document as the walls of COP21 were torn down on Sunday, the UN News Centre looked back on other aspects that contributed ""positive energy"" to the two-week event.Highlighting what made COP21 ""green"" was Fanina Kodre-Alexander from the UN Environment Programme (UNEP), who manages communications on climate change, disasters and conflicts. She said UNEP worked with the organizers - the UN Framework Convention on Climate Change (UNFCCC) and the Government of France - to ensure sustainability throughout the Paris-Le Bourget site located north-east of the capital.""We work under our 'Eat, Think, Save' campaign in collaboration with the UN Food and Agriculture Organization, and we believe that food waste is the third largest emitter after a couple of countries,"" Ms. Koder-Alexander noted.To reduce waste, all the food provided at UNEP events, including those during COP21, is sourced from rescued food, resources that would otherwise have been destroyed. Ms. Kodre-Alexander highlighted that it's always provided in a ""very appetizing and lovely way.""Another exciting feature at COP21 related to food, which attracted a lot of attention, was the boulangers brought on premise to avoid trucking kilos of fresh baguettes ever day.\l"
"COP21","India","COP21_India5","International: Fingers Crossed on COP21","December 1, 2015","The DayAfter","21st annual session of United Nations Climate Change Conference in Paris is unlikely to bring out binding and universal agreementFrom November 30 to December 11, the United NationsClimate Change Conference, COP21 is beginning in Paris. This will be the 21st annual session of the Conference of the Parties (COP 21) to the 1992 United Nations Framework Convention on Climate Change (UNFCCC) and the 11th session of the Meeting of the Parties (CMP 11) to the 1997 Kyoto Protocol. The objective of the 2015 conference is to achieve, for the first time in over 20 years of UN negotiations, a binding and universal agreement on climate, from all the nations of the world with an overarching goal to reduce greenhouse gas emissions to limit the global temperature increase to 2C above pre-industrial levels. I have my clear doubts on whether a binding and universal agreement can emerge.The reasons for my cynicism are not one. The first point of contention arises from the differential impacts of climate change on the developing and the developed nations. Recently, a number of authors have opened up a whole new area of research by using the natural variations in temperature among different years caused by the El Nino Southern Oscillation (ENSO), which produces extreme weather conditions in different parts of the world. For instance, research by Solomon Hsiang and colleagues shows that for rich countries, an additional degree of warming has a nominal effect, but for poor countries, the same change leads to very significant costs in the form of reduced economic growth and increased costs of military and other conflicts.This is akin to what Thomas Homer-Dixon, cherished political scientist, talked of in the 1990s, when he hypothesized about the environmental scarcities leading to the violent conflicts, and the limited capacity of the poor nations to cope up with the problems, due to the ""ingenuity gap"", the critical gap between our need for ideas to solve complex problems and our actual supply of those ideas.The second point of contention is the concern of distributive justice. The concern begins with: who pays for damages? Most developing countries firmly believe that mitigation should start in the rich countries that bear the largest part of the responsibility for historical emissions. How can one deny the position that the developed world has grown by emitting, whereas the developing and poor world are still on the learning curve? Can one deny the position that only after historically emitting CO2 extensively they have started talking of the perils of the planet, and want the developing world to share parts of the responsibility for the follies committed by them? The very suggestion that all countries should reduce their emissions by similar percentages clearly favors the countries that have large emissions today. Therefore, the calls that the developed nations should compensate the developing nations for the losses caused by the former to the latter through pollution damages also impinging on the ecosystem services is proper, just, and equitable.The third point of contention arises with the capacity of the scientific knowledge and skilled manpower of developing and poor nations to defend their interests in the international climate negotiations. The risks are different across the globe-some developing countries have much to lose from climate change, while others are more concerned over the costs of global agreements that will limit their markets for fossil fuel or hamper their perceived chances of development. As a result, building coalitions, even among the low-income countries, will be very difficult.The fourth point of contention arises from the divergence in priorities. Interestingly, the divergence in goals between developed and developing nations can be witnessed in the Intended Nationally Determined Contributions (INDCs) submitted by developed and developing nations. Whereas the INDCs of the developed world like US, EU, and Japan do not consist of the term ""adaptation"" but only consist of the ""mitigation"" commitments, the developing and emerging nations have a significant portion of INDC's dedicated to ""adaptation"". The need to adapt arises for the poor of the developing world because of livelihoods losses due to ecosystem service losses.The bigger concern of climate change and global warming for the poorer nations is the changes in the land use patterns and forest cover, resulting in changes in ecosystem structures and functions, thereby impeding on the various ecosystem services. The Millennium Ecosystem Assessment (MA) of 2005 enhanced human understanding of nature's capacity to provide ecosystem services (benefits) to the human society in the form of provisioning services (e.g., food, raw materials, genetic resources, water, minerals, medicinal resources, energy, etc), regulating services (e.g., carbon sequestration, climate regulation, pest and disease control, etc), cultural services (tourism, religion, etc), and above all, supporting services that are necessary for production of all other ecosystem services (e.g. nutrient recycling, gene-pool protection, primary production, soil formation, etc).For the poor people in the developing world, the ecosystem services adds up or complements their low incomes, and is often referred to as ""GDP of the poor"". So, the concern of the poor nations is with the impacts of global warming and climate change on ecosystems-livelihoods linkages, and not really carbon-dioxide emission! How can the poor adapt to such vulnerabilities? Who will pay for this adaptation?The fifth issue of contention arises again from the perspective of understanding the local priorities and bringing them in global platforms like COP 21. Developing nations including India has failed to do that so far! India will again fail to bring that, as I see it, simply because of complying with the carbon-centric approach of global negotiations, as decided by the prime movers of this negotiating process, which are primarily the developed nations. With India being one of the lowest per capita emitter of CO2, its bigger concern is the concern of the poor who are getting poorer because of the losses in the ecosystem services due to global warming and climate change.Unfortunately, the Indian dialogue initiators in the global platform, most of whom will be retired bureaucrats, are likely to adopt the same techno-centric and carbon-centric approach, and argue on l"
"COP21","India","COP21_India6","Australia : Arup proud to support 25zero in highlighting our rapidly disappearing glaciers during COP21","November 27, 2015 Friday","TendersInfo","The genesis of 25zero came when Tim Jarvis climbed Mount Kenya in 2008. His 20-year-old guidebook referred to 11 glaciers on the mountain, but many had melted so much that he barely encountered any ice at all during his climb.In 2013, Tim undertook the Shackleton Epic Expedition, which Arup also sponsored, following in polar explorer Sir Ernest Shackleton s footsteps, crossing two of the three glaciers Shackleton had crossed. 100 years later, the third glacier had been reduced to a waist deep lake. The impacts of climate change affect all of us; and undertakings like 25zero are important in highlighting the challenges we face globally. Arup is actively engaged with Cities and Governments to mitigate the impacts of climate change and help communities become more resilient through adaptation solutions; we are proud to support Tim and his team in their endeavours to raise awareness of the need to take action now.Mark Fletcher, Arup Global Water LeaderTeams will climb a mountain in each of the countries the 25zero mountains are situated in during the course of COP21, the ' (Nov 30 - Dec 11 2015, Paris).Live video, images and messages about the rapidly disappearing glaciers will be transmitted to decision makers at COP21 and interested viewers by the 25zero expedition teams. These images and stories will show the severity of climate change and the need for urgent action to combat it.Arup work closely with cities around the world on developing resilience strategies to climate impacts. The information and evidence of glacier loss that the 25zero undertaking will deliver supports our efforts to educate and engage with clients and communities on this global challenge. This will also support Arup attendees at COP21, working to reinforce our key messages of resilience and sustainability.The team will summit 3 mountains in three continents during the 12 days of COP21 - Carstensz Pyramid in Indonesia, Mount Stanley in Uganda and Chimborazo in Ecuador. They're the three most iconic peaks in the three different continents that still have a glacier,said Jarvis.And those glaciers are melting fast. And I want to show evidence of that.\l"
"COP21","India","COP21_India7","EPA Administrator Gina McCarthy Traveling to COP21 in Paris","November 25, 2015 Wednesday","Tendernews.com","United States ,Nov. 25 -- As the White House announced today, U.S. Environmental Protection Agency (EPA) Administrator Gina McCarthy will be traveling to Paris for the 2015 United Nations during the 2nd week, December 5-10, to focus on the progress the U.S. has made under President Obama s Climate Action Plan and the need for ambitious climate targets from all countries. Last summer, President Obama launched EPA s Clean Power Plan the biggest single step America has ever taken to address climate change. Because of this plan, the U.S. is now on track to slash carbon pollution from the power sector 32 percent below 2005 levels by 2030. The cuts to smog and soot that come along with these reductions will bring economic opportunities for clean energy innovation and major health benefits for American families. EPA s plan building on six years of concerted effort by the Obama Administration means that in the year 2030, the U.S. will avoid thousands of premature deaths and trips to the hospital, tens of thousands of asthma attacks, and hundreds of thousands of missed school days and missed work days. Details for the Administrator s trip, press events and stakeholder meetings will be shared as more information becomes available.\l"
"COP21","India","COP21_India8","United States : EPA Administrator Gina McCarthy Traveling to COP21 in Paris","November 25, 2015 Wednesday","TendersInfo","As the White House announced today, U.S. Environmental Protection Agency (EPA) Administrator Gina McCarthy will be traveling to Paris for the 2015 United Nations during the 2nd week, December 5-10, to focus on the progress the U.S. has made under President Obama s Climate Action Plan and the need for ambitious climate targets from all countries.Last summer, President Obama launched EPA s Clean Power Planbuilding on six years of concerted effort by the Obama Administrationmeans that in the year 2030, the U.S. will avoid thousands of premature deaths and trips to the hospital, tens of thousands of asthma attacks, and hundreds of thousands of missed school days and missed work days.Details for the Administrator s trip, press events and stakeholder meetings will be shared as more information becomes available.\l"
"COP21","India","COP21_India9","COP 21: Eco Driving Center in PSA Headquarters","November 25, 2015 Wednesday 6:30 AM EST","India Automobile News","Nov. 25 -- During the COP 21 United Nations , which is being hosted by France, PSA Peugeot Citroen will set up an eco-driving and test centre outside its headquarters featuring 18 electric, hybrid and low carbon emission petrol/diesel vehicles from the Peugeot, Citroen and DS brands, from 30 November to 11 December.Invitations have been sent out to 100,000 retail and corporate customers, and members of the public will also be given the chance to take part. Participants will be able to test drive the vehicles on a 20-minute circuit and receive advice from eco-driving instructors to help them improve fuel efficiency by up to 15%.PSA Peugeot Citroen, which offers a wide range of sustainable mobility solutions and is the European leader in low-carbon vehicles - boasting average CO2 emissions of 105.5g/km (at the end of September 2015) - will give participants access to a fleet of low emissions vehicles comprising: Peugeot (i0n and Partner) and Citroen (C-Zero and Berlingo) electric vehicles. Peugeot, Citroen and DS petrol and diesel vehicles emitting less than 100gCO2/km.  Peugeot electric bicycles and the Peugeot e-Vivacity electric scooter.The Group is also the only carmaker in the world to have developed a comprehensive end-to-end strategy for reducing greenhouse gas emissions. Upstream, it is leveraging the development of cutting-edge technologies such as the EB PureTech three-cylinder petrol engine, which was voted the 2015 ""Engine of the Year"" in its category, and the BlueHDi Euro 6 engines, which combine SCR and particulate filter technology and are the subject of 100 patents. Downstream, it is developing its Peugeot-ONF carbon sink project in the Brazilian Amazon. Launched in 1998, the project has so far helped to plant more than 2,000,000 trees representing 50 different native species as well as create a Private Natural Heritage Reserve. The carbon sink has already absorbed more than 480,000 tonnes of carbon.Source: Peugeot Citroen\l"
"COP21","India","COP21_India10","COP21: Ban tells African leaders they have stake in success of climate conference","December 2, 2015 Wednesday 6:30 AM EST","IBNS","New York, Dec 2 (Just Earth News/IBNS): At a gathering of African leaders at the United Nations (COP21), UN Secretary-General Ban Ki-moon stressed that their continent has an enormous stake in the success of the global event which aims to reach a new universal climate agreement to limit the rise of global temperature.Africa is particularly vulnerable to the effects of climate change, Ban told top government officials at a High-level meeting at the Paris-Le Bourget site of the conference, in the north-east of the French capital. Much of its economy depends on a climate-sensitive natural resource base, including rain-fed subsistence agriculture. Disruptions in food or water supplies pose serious risks not only for your economies but also for political stability, particularly in fragile states, he continued. Noting that COP21 got off to a good start yesterday, the UN chief said the leaders personal engagement and ownership will be essential in producing the ambitious agreement that Africas people and the entire world need. Already, your leadership has helped make 2015 a year of opportunity, he told them. Many of you were present in Ethiopia in July for the adoption of the Addis Ababa Action Agendaon Financing for Development. Many of you were part of the historic gathering in New York in September for the adoption of the 2030 Agenda for Sustainable Development and the 17 SDGs. These agendas aim to wipe out poverty, fight inequality and tackle climate change over the next 15 years. Now, here in Paris, governments have the opportunity to secure a global climate change agreement that can pave the way towards a safer, healthier, more prosperous and sustainable future, Ban insisted. He reminded leaders that sustainable energy offers huge economic opportunities: With the plummeting price of solar and other renewables, many African countries are moving quickly to embrace a greener pathway that still enables them to meet growing energy demand. Despite strong momentum towards a meaningful agreement, Ban said key political issues remain unresolved. There is a lot of work to do here in Paris, and the stakes are very high, especially for the most vulnerable people and countries, he underl"
