1 		  DOHA 	9 	  	48029 	0.02 	12.53 	
2 		  CLIMATE 	8 	  	1202767 	0.00 	7.72 	
3 		  CONFERENCE 	7 	  	1752286 	0.00 	6.98 	
4 		  QATAR 	6 	  	165177 	0.00 	10.17 	
5 		  CITES 	5 	  	63456 	0.01 	11.28 	
6 		  2012 	4 	  	1419690 	0.00 	6.48 	
7 		  PARTIES 	4 	  	1475433 	0.00 	6.42 	
8 		  UNITED 	4 	  	3884550 	0.00 	5.03 	
9 		  WEEK 	4 	  	6478797 	0.00 	4.29 	
10 		  UN 	3 	  	631318 	0.00 	7.23 	
11 		  NATIONS 	3 	  	1122534 	0.00 	6.40 	
12 		  TOOK 	3 	  	3908700 	0.00 	4.60 	
13 		  CHANGE 	3 	  	4516379 	0.00 	4.39 	
14 		  DAY 	3 	  	9047091 	0.00 	3.39 	
15 		  EBITDA 	2 	  	104471 	0.00 	9.24 	
16 		  HOSTED 	2 	  	379491 	0.00 	7.38 	
17 		  NEGOTIATIONS 	2 	  	414928 	0.00 	7.25 	
18 		  TALKS 	2 	  	952802 	0.00 	6.05 	
19 		  YOUTH 	2 	  	1211069 	0.00 	5.71 	
20 		  DECEMBER 	2 	  	2154016 	0.00 	4.88 	
21 		  POSITION 	2 	  	2167142 	0.00 	4.87 	
22 		  AHEAD 	2 	  	2198744 	0.00 	4.85 	
23 		  MEETING 	2 	  	2894214 	0.00 	4.45 	
24 		  TODAY 	2 	  	5207562 	0.00 	3.60 	
25 		  SECOND 	2 	  	5365104 	0.00 	3.56 	
26 		  PLACE 	2 	  	5557006 	0.00 	3.51 	
27 		  NATIONS-SPONSORED 	1 	  	212 	0.47 	17.19 	
28 		  UNFCCC 	1 	  	5068 	0.02 	12.61 	
29 		  TIVOLI 	1 	  	7709 	0.01 	12.00 	
30 		  VU 	1 	  	19864 	0.01 	10.64 	
31 		  DLAMINI 	1 	  	34290 	0.00 	9.85 	
32 		  STANDARDIZED 	1 	  	35448 	0.00 	9.80 	
33 		  MULTILATERAL 	1 	  	47287 	0.00 	9.39 	
34 		  LAST-MINUTE 	1 	  	55398 	0.00 	9.16 	
35 		  TROPHIES 	1 	  	74160 	0.00 	8.74 	
36 		  MITIGATION 	1 	  	79061 	0.00 	8.64 	
37 		  FORMATS 	1 	  	79200 	0.00 	8.64 	
38 		  FORUMS 	1 	  	94453 	0.00 	8.39 	
39 		  MANDATED 	1 	  	95444 	0.00 	8.37 	
40 		  GENEVA 	1 	  	98888 	0.00 	8.32 	
41 		  HEATED 	1 	  	115721 	0.00 	8.09 	
42 		  VERIFICATION 	1 	  	127728 	0.00 	7.95 	
43 		  NEGOTIATING 	1 	  	139883 	0.00 	7.82 	
44 		  DURBAN 	1 	  	146194 	0.00 	7.76 	
45 		  MEDALS 	1 	  	161139 	0.00 	7.62 	
46 		  CORPORATIONS 	1 	  	190104 	0.00 	7.38 	
47 		  DELIVERS 	1 	  	194126 	0.00 	7.35 	
48 		  INCHES 	1 	  	198208 	0.00 	7.32 	
49 		  DELEGATION 	1 	  	206184 	0.00 	7.26 	
50 		  SILENT 	1 	  	219352 	0.00 	7.17 	
51 		  GARDENS 	1 	  	235123 	0.00 	7.07 	
52 		  JOHANNESBURG 	1 	  	239630 	0.00 	7.04 	
53 		  RESOLVED 	1 	  	243066 	0.00 	7.02 	
54 		  DEFEATED 	1 	  	249579 	0.00 	6.99 	
55 		  HOSTING 	1 	  	272464 	0.00 	6.86 	
56 		  ROBUST 	1 	  	280921 	0.00 	6.81 	
