1 		  ) 	65 	  	43067744 	0.00 	3.13 	
2 		  CLIMATE 	59 	  	1202767 	0.00 	8.15 	
3 		  BONN 	53 	  	8942 	0.59 	15.07 	
4 		  PARTIES 	43 	  	1475433 	0.00 	7.40 	
5 		  UN 	36 	  	631318 	0.01 	8.37 	
6 		  FIJI 	29 	  	82473 	0.04 	11.00 	
7 		  CHANGE 	28 	  	4516379 	0.00 	5.17 	
8 		  CONFERENCE 	24 	  	1752286 	0.00 	6.31 	
9 		  PRESIDENCY 	18 	  	319343 	0.01 	8.35 	
10 		  PRESIDENT 	18 	  	7555904 	0.00 	3.79 	
11 		  TALKS 	13 	  	952802 	0.00 	6.31 	
12 		  BAINIMARAMA 	10 	  	4309 	0.23 	13.72 	
13 		  UNDERSCORED 	10 	  	44497 	0.02 	10.35 	
14 		  POPULARLY 	10 	  	58897 	0.02 	9.95 	
15 		  REFERRED 	10 	  	423894 	0.00 	7.10 	
16 		  NATIONS 	10 	  	1122534 	0.00 	5.69 	
17 		  UNITED 	10 	  	3884550 	0.00 	3.90 	
18 		  NOVEMBER 	9 	  	2023572 	0.00 	4.69 	
19 		  START 	9 	  	3643487 	0.00 	3.84 	
20 		  GERMANY 	8 	  	826764 	0.00 	5.81 	
21 		  UNFCCC 	7 	  	5068 	0.14 	12.97 	
22 		  FRANK 	7 	  	370359 	0.00 	6.78 	
23 		  SUMMIT 	7 	  	532400 	0.00 	6.25 	
24 		  GLOBAL 	7 	  	3665331 	0.00 	3.47 	
25 		  FIJIAN 	6 	  	13317 	0.05 	11.35 	
26 		  MEETING 	6 	  	2894214 	0.00 	3.59 	
27 		  SECRETARIAT 	5 	  	110309 	0.00 	8.04 	
28 		  HUB 	5 	  	336401 	0.00 	6.43 	
29 		  LAUNCHED 	5 	  	1264774 	0.00 	4.52 	
30 		  LEVY 	4 	  	140673 	0.00 	7.37 	
31 		  SEGMENT 	4 	  	431351 	0.00 	5.75 	
32 		  DAMAGE 	4 	  	930611 	0.00 	4.64 	
33 		  ISLAND 	4 	  	1233590 	0.00 	4.23 	
34 		  SPEAKING 	4 	  	1394458 	0.00 	4.06 	
35 		  OPENING 	4 	  	1394991 	0.00 	4.06 	
36 		  FUNDS 	4 	  	1473424 	0.00 	3.98 	
37 		  PRIME 	4 	  	2229506 	0.00 	3.38 	
38 		  MINISTERIAL 	3 	  	96161 	0.00 	7.50 	
39 		  DELEGATION 	3 	  	206184 	0.00 	6.40 	
40 		  PREPARATION 	3 	  	274974 	0.00 	5.99 	
41 		  PARIS 	3 	  	677071 	0.00 	4.69 	
42 		  24 	3 	  	1482268 	0.00 	3.55 	
43 		  OFFICIAL 	3 	  	2166744 	0.00 	3.01 	
44 		  CO-PRESIDENCY 	2 	  	76 	2.63 	17.22 	
45 		  MARRAKECH 	2 	  	6262 	0.03 	10.86 	
46 		  VOWS 	2 	  	48709 	0.00 	7.90 	
47 		  PAVILION 	2 	  	62253 	0.00 	7.54 	
48 		  PROVISIONAL 	2 	  	63041 	0.00 	7.53 	
49 		  23RD 	2 	  	80903 	0.00 	7.17 	
50 		  HIGH-LEVEL 	2 	  	90559 	0.00 	7.00 	
51 		  INCOMING 	2 	  	114436 	0.00 	6.66 	
52 		  DISAPPOINTMENT 	2 	  	163077 	0.00 	6.15 	
53 		  COMMITMENTS 	2 	  	178977 	0.00 	6.02 	
54 		  SPOTLIGHT 	2 	  	192973 	0.00 	5.91 	
55 		  PRIORITIES 	2 	  	214824 	0.00 	5.76 	
56 		  REPLIED 	2 	  	219275 	0.00 	5.73 	
57 		  ATTENDANCE 	2 	  	231106 	0.00 	5.65 	
58 		  URGENT 	2 	  	277315 	0.00 	5.39 	
59 		  VENUE 	2 	  	360466 	0.00 	5.01 	
60 		  HOSTED 	2 	  	379491 	0.00 	4.94 	
61 		  ADOPTED 	2 	  	393927 	0.00 	4.88 	
62 		  CONVENTION 	2 	  	405305 	0.00 	4.84 	
63 		  NEGOTIATIONS 	2 	  	414928 	0.00 	4.81 	
64 		  AGENDA 	2 	  	499308 	0.00 	4.54 	
65 		  CHAIR 	2 	  	527300 	0.00 	4.46 	
66 		  UPCOMING 	2 	  	666939 	0.00 	4.12 	
67 		  FORUM 	2 	  	730263 	0.00 	3.99 	
68 		  SCHEDULED 	2 	  	829253 	0.00 	3.81 	
69 		  SPEAK 	2 	  	924900 	0.00 	3.65 	
70 		  AGREED 	2 	  	1035865 	0.00 	3.49 	
71 		  DESIGNED 	2 	  	1058776 	0.00 	3.46 	
72 		  THEREFORE 	2 	  	1147624 	0.00 	3.34 	
73 		  FINANCE 	2 	  	1231219 	0.00 	3.24 	
74 		  21 	2 	  	1240682 	0.00 	3.23 	
75 		  PM 	2 	  	1356725 	0.00 	3.10 	
76 		  FEBRUARY-MARCH-APRIL 	1 	  	10 	10.00 	19.15 	
77 		  CAMPBELL-LENDRUM 	1 	  	46 	2.17 	16.95 	
78 		  NACEI 	1 	  	69 	1.45 	16.36 	
79 		  EX-ACTING 	1 	  	78 	1.28 	16.18 	
80 		  SBSTA 	1 	  	114 	0.88 	15.64 	
81 		  YOUTH-RELATED 	1 	  	323 	0.31 	14.13 	
82 		  GERMANYS 	1 	  	372 	0.27 	13.93 	
83 		  STOCKTAKING 	1 	  	767 	0.13 	12.89 	
84 		  CARIBBEANS 	1 	  	769 	0.13 	12.88 	
85 		  TALANOA 	1 	  	977 	0.10 	12.54 	
86 		  COP23 	1 	  	1047 	0.10 	12.44 	
87 		  TAPA 	1 	  	1802 	0.06 	11.65 	
88 		  HAWEA 	1 	  	2113 	0.05 	11.42 	
89 		  SEALY 	1 	  	3424 	0.03 	10.73 	
90 		  COPPING 	1 	  	5216 	0.02 	10.12 	
91 		  PALAU 	1 	  	6011 	0.02 	9.92 	
92 		  CHETTY 	1 	  	6165 	0.02 	9.88 	
93 		  15-16 	1 	  	6203 	0.02 	9.87 	
94 		  HAIYAN 	1 	  	6913 	0.01 	9.71 	
95 		  CONSERVING 	1 	  	15106 	0.01 	8.59 	
96 		  ASPIRES 	1 	  	15324 	0.01 	8.57 	
97 		  FORWARDING 	1 	  	16123 	0.01 	8.49 	
98 		  VOYAGER 	1 	  	17497 	0.01 	8.37 	
99 		  CHAIRING 	1 	  	19663 	0.01 	8.21 	
100 		  UNQUALIFIED 	1 	  	20515 	0.00 	8.14 	
